epoch,accuracy,loss
0,0.4340745508670807,3.8802433013916016
1,0.4771374762058258,1.7464464902877808
2,0.5252113938331604,1.518674612045288
3,0.5411838293075562,1.4262890815734863
4,0.55167555809021,1.3917373418807983
5,0.556843101978302,1.369123935699463
6,0.5610710978507996,1.3527700901031494
7,0.5626370310783386,1.3456032276153564
8,0.5679611563682556,1.3319815397262573
9,0.5681177377700806,1.3245129585266113
10,0.5699968934059143,1.32264244556427
11,0.5676479935646057,1.3156535625457764
12,0.5706232190132141,1.3089745044708252
13,0.5746946334838867,1.3018804788589478
14,0.569057285785675,1.3048372268676758
15,0.5714061856269836,1.2969813346862793
16,0.5753210186958313,1.2886812686920166
17,0.5750078558921814,1.288631558418274
18,0.5731287002563477,1.2851482629776
19,0.5739116668701172,1.2826977968215942
20,0.5746946334838867,1.278717279434204
21,0.5751644372940063,1.277955412864685
22,0.5778264999389648,1.2725166082382202
23,0.5775133371353149,1.272901177406311
24,0.5770435333251953,1.2707643508911133
25,0.5770435333251953,1.2734262943267822
26,0.5748512148857117,1.2683844566345215
27,0.5759474039077759,1.2622250318527222
28,0.5795490145683289,1.2587213516235352
29,0.5779830813407898,1.2588199377059937
30,0.5793924331665039,1.256367564201355
31,0.5784528851509094,1.2508251667022705
32,0.5812715291976929,1.254205346107483
33,0.5772001147270203,1.2534115314483643
34,0.5800188183784485,1.2476235628128052
35,0.5795490145683289,1.2519564628601074
36,0.5767303705215454,1.2486118078231812
37,0.5797055959701538,1.2429516315460205
38,0.5786094665527344,1.2449548244476318
39,0.580958366394043,1.243314266204834
40,0.5762605667114258,1.251011610031128
41,0.5762605667114258,1.256107211112976
42,0.5717194080352783,1.262169599533081
43,0.5768869519233704,1.2520627975463867
44,0.5776699185371399,1.248927116394043
45,0.5803319811820984,1.2345130443572998
46,0.5817413330078125,1.2326350212097168
47,0.5789226293563843,1.23915696144104
48,0.582524299621582,1.2295094728469849
49,0.582524299621582,1.225965142250061
50,0.5812715291976929,1.232672095298767
51,0.5804885625839233,1.235519528388977
52,0.582524299621582,1.2259445190429688
53,0.5811149477958679,1.2265915870666504
54,0.5776699185371399,1.2297064065933228
55,0.5801753997802734,1.229786992073059
56,0.5804885625839233,1.2238597869873047
57,0.5790792107582092,1.2242413759231567
58,0.5782962441444397,1.2352735996246338
59,0.5739116668701172,1.2440208196640015
60,0.5814281105995178,1.2291760444641113
61,0.5786094665527344,1.2261676788330078
62,0.5787660479545593,1.2289385795593262
63,0.5801753997802734,1.2208932638168335
64,0.582524299621582,1.2180582284927368
