epoch,loss,mse
0,24.630950927734375,23.168588638305664
1,5.161750793457031,3.9853107929229736
2,2.625303030014038,1.800543189048767
3,2.020141363143921,1.3414733409881592
4,1.7680221796035767,1.1637725830078125
5,1.6551225185394287,1.081209421157837
6,1.5699100494384766,1.0320825576782227
7,1.4931050539016724,0.9768019914627075
8,1.4306806325912476,0.9365769028663635
9,1.3708138465881348,0.8953080773353577
10,1.3199303150177002,0.8606379628181458
11,1.2725073099136353,0.8297033905982971
12,1.2302536964416504,0.8031908273696899
13,1.192443609237671,0.7789404392242432
14,1.15987229347229,0.7603623867034912
15,1.1343919038772583,0.7466149926185608
16,1.1147395372390747,0.7393021583557129
17,1.0904394388198853,0.7273454666137695
18,1.0748186111450195,0.7224093079566956
19,1.0584217309951782,0.7145711183547974
20,1.0476456880569458,0.7134619951248169
21,1.0362498760223389,0.7119459509849548
22,1.026974081993103,0.7107292413711548
23,1.015762448310852,0.7063919305801392
24,1.0066139698028564,0.7031686305999756
25,1.0002399682998657,0.7049131393432617
26,0.9940869212150574,0.705971896648407
27,0.9907689690589905,0.7071597576141357
28,0.983368992805481,0.704713761806488
29,0.9731166958808899,0.7010284066200256
30,0.967469334602356,0.7019875049591064
31,0.9627810716629028,0.698699414730072
32,0.9574639201164246,0.7003051042556763
33,0.9520037174224854,0.7004882097244263
34,0.9468366503715515,0.697513222694397
35,0.9405941367149353,0.6953702569007874
36,0.9371214509010315,0.6982476711273193
37,0.9365307688713074,0.6976187825202942
38,0.9331375956535339,0.6996553540229797
39,0.9283515810966492,0.6980829238891602
40,0.9246490597724915,0.7000905871391296
41,0.9289628267288208,0.7052759528160095
42,0.9168241024017334,0.6965474486351013
43,0.9165565967559814,0.6995651125907898
44,0.9095693230628967,0.6952037215232849
45,0.9025157690048218,0.6886497735977173
46,0.8996979594230652,0.6903313398361206
47,0.8976740837097168,0.6897291541099548
48,0.8955754637718201,0.6888348460197449
49,0.8930063247680664,0.688471257686615
50,0.8942987322807312,0.6942694187164307
51,0.8955842852592468,0.696819007396698
52,0.8959512710571289,0.6993476152420044
53,0.8966540694236755,0.6997722387313843
54,0.8825544714927673,0.6907720565795898
55,0.8806573748588562,0.6878780126571655
56,0.8772528767585754,0.6872171759605408
57,0.8761312961578369,0.6866294145584106
58,0.8781622052192688,0.6911647915840149
59,0.8722752332687378,0.6861528158187866
60,0.8687450885772705,0.6853293180465698
61,0.8691089749336243,0.6867678761482239
62,0.8668134808540344,0.6864023804664612
63,0.867020308971405,0.6868229508399963
64,0.8660439252853394,0.687799334526062
65,0.8623260855674744,0.6873112320899963
66,0.8619639873504639,0.6859676241874695
67,0.8758465051651001,0.7020995020866394
68,0.8601600527763367,0.6884026527404785
69,0.8547149300575256,0.682267963886261
70,0.8600270748138428,0.6904453039169312
71,0.856643557548523,0.6877422332763672
72,0.8507415652275085,0.6825971603393555
73,0.8487108945846558,0.6814588904380798
74,0.8466812968254089,0.6823793649673462
75,0.8459269404411316,0.6801297664642334
76,0.847052812576294,0.6834486126899719
77,0.8586652874946594,0.6980981230735779
78,0.8460209965705872,0.6835198402404785
79,0.8427190780639648,0.6823021769523621
80,0.846382737159729,0.6868557929992676
81,0.8448230028152466,0.6865019798278809
82,0.8431453704833984,0.6844204664230347
83,0.8628726601600647,0.7077298760414124
84,0.8545935750007629,0.6983298063278198
85,0.8430676460266113,0.6871947646141052
86,0.8383404612541199,0.6851671934127808
87,0.8387674689292908,0.68645179271698
88,0.8353702425956726,0.6822073459625244
89,0.8367948532104492,0.6843083500862122
90,0.8357844352722168,0.6855899095535278
91,0.8351230621337891,0.6841936111450195
92,0.8349242210388184,0.6850540637969971
93,0.8303171396255493,0.6802096366882324
94,0.8304442167282104,0.6804025173187256
95,0.8340961337089539,0.6859378218650818
96,0.8343236446380615,0.6884414553642273
97,0.824600338935852,0.6766949892044067
98,0.82572340965271,0.6803475618362427
99,0.8240914344787598,0.6795304417610168
100,0.8250349760055542,0.6811220645904541
101,0.8272210955619812,0.6810603141784668
102,0.8242305517196655,0.6819239854812622
103,0.825408399105072,0.6832539439201355
104,0.8309773206710815,0.6887998580932617
105,0.8215659260749817,0.6798767447471619
106,0.827797532081604,0.6877225041389465
107,0.8232346773147583,0.6830432415008545
108,0.8350949883460999,0.6965612769126892
109,0.8382847905158997,0.7006094455718994
110,0.8315532207489014,0.6945083737373352
111,0.8187960982322693,0.682167649269104
112,0.8178213238716125,0.6794309616088867
113,0.8223621845245361,0.6858423352241516
114,0.8183847069740295,0.682284414768219
115,0.8153412342071533,0.6803042888641357
116,0.816318929195404,0.682124137878418
117,0.8147637248039246,0.679344892501831
118,0.8141592144966125,0.6800611019134521
119,0.8111984729766846,0.6768162846565247
120,0.8107661008834839,0.6779036521911621
121,0.8178646564483643,0.6847381591796875
122,0.8151698708534241,0.6831254363059998
123,0.8172294497489929,0.6849073767662048
124,0.8116617798805237,0.6802281737327576
125,0.8092426061630249,0.6790381669998169
126,0.8146223425865173,0.6843432784080505
127,0.8169834017753601,0.6867115497589111
128,0.8073298335075378,0.6779571771621704
129,0.804095983505249,0.6751916408538818
130,0.8121196627616882,0.6839547157287598
131,0.8333959579467773,0.7038752436637878
132,0.8155663013458252,0.6873837113380432
133,0.8132702112197876,0.6861743330955505
134,0.8226154446601868,0.6972368955612183
135,0.8010029792785645,0.6745621562004089
136,0.8095465302467346,0.6816560626029968
137,0.8105869889259338,0.6852214336395264
138,0.8068434000015259,0.681799054145813
139,0.8035146594047546,0.676986575126648
140,0.8020666241645813,0.677702784538269
141,0.8129596710205078,0.6877221465110779
142,0.8052120208740234,0.6820248365402222
143,0.7996441721916199,0.6770625710487366
144,0.8026878237724304,0.6785280704498291
145,0.7992826700210571,0.6756032705307007
146,0.8025431632995605,0.680006742477417
147,0.8024231791496277,0.6806617975234985
148,0.7954529523849487,0.6741212010383606
149,0.801010012626648,0.6805948615074158
150,0.7972991466522217,0.6751413345336914
151,0.7971954345703125,0.6748006343841553
152,0.7941271662712097,0.6759373545646667
153,0.7958104014396667,0.6758649945259094
154,0.8018642663955688,0.6811432242393494
155,0.8032013177871704,0.6841572523117065
156,0.7987518906593323,0.6788595914840698
157,0.7959269285202026,0.6785708665847778
158,0.7972280979156494,0.6786273717880249
159,0.8005519509315491,0.6815876364707947
160,0.7944306135177612,0.678051233291626
161,0.7944931387901306,0.6766920685768127
162,0.798884391784668,0.6827682852745056
0,25.488079071044922,23.91265869140625
1,5.568608283996582,4.075900077819824
2,3.046973705291748,2.0010087490081787
3,2.2571914196014404,1.4138392210006714
4,1.9707083702087402,1.2281843423843384
5,1.800416111946106,1.113948941230774
6,1.682623267173767,1.0381656885147095
7,1.5855731964111328,0.9815337061882019
8,1.4984371662139893,0.9315273761749268
9,1.4198099374771118,0.8859273195266724
10,1.350859522819519,0.8444373607635498
11,1.2930001020431519,0.8110775351524353
12,1.240962266921997,0.7790660262107849
13,1.2004246711730957,0.7596573829650879
14,1.1664446592330933,0.7418944835662842
15,1.1404094696044922,0.733083963394165
16,1.1167173385620117,0.7257257103919983
17,1.0984047651290894,0.722396194934845
18,1.082849383354187,0.7198707461357117
19,1.0661511421203613,0.7144039273262024
20,1.0559418201446533,0.7187660336494446
21,1.0485118627548218,0.7198185920715332
22,1.0291823148727417,0.7112086415290833
23,1.022528052330017,0.7132493853569031
24,1.0145670175552368,0.7130944728851318
25,1.0078601837158203,0.7141335606575012
26,0.9949660897254944,0.7071977853775024
27,0.9893497228622437,0.7082644104957581
28,0.9830639958381653,0.7084001302719116
29,0.974162220954895,0.7057181596755981
30,0.9728411436080933,0.7099287509918213
31,0.9631329774856567,0.702866792678833
32,0.956226646900177,0.7035689353942871
33,0.9549862146377563,0.7058184146881104
34,0.9471136927604675,0.703185498714447
35,0.9415057301521301,0.6994693875312805
36,0.9403446912765503,0.7011899352073669
37,0.9346624612808228,0.7026965618133545
38,0.9301624894142151,0.6988492608070374
39,0.9330686926841736,0.7061579823493958
40,0.9297179579734802,0.7041497230529785
41,0.9341772198677063,0.7129131555557251
42,0.9197258353233337,0.7019037008285522
43,0.9201937913894653,0.7013648748397827
44,0.9189100861549377,0.7035536170005798
45,0.9116110801696777,0.7013645768165588
46,0.9035308361053467,0.6955322623252869
47,0.9009175896644592,0.6914590001106262
48,0.8988028168678284,0.6910441517829895
49,0.9076576232910156,0.7039374709129333
50,0.896701455116272,0.6934412121772766
51,0.8932579159736633,0.6927320957183838
52,0.8952143788337708,0.698559582233429
53,0.8962599039077759,0.6992598176002502
54,0.8870568871498108,0.691552996635437
55,0.8864478468894958,0.6925598978996277
56,0.8858283758163452,0.6925401091575623
57,0.8863308429718018,0.6954262852668762
58,0.8860886096954346,0.6969133615493774
59,0.8898157477378845,0.7023584842681885
60,0.881538987159729,0.6948391795158386
61,0.8870536684989929,0.7025151252746582
62,0.8810829520225525,0.696996808052063
63,0.8692191243171692,0.6862773299217224
64,0.8778700232505798,0.6955379247665405
65,0.8867716789245605,0.7065754532814026
66,0.8833343386650085,0.706432580947876
67,0.8705511689186096,0.6928694248199463
68,0.8689881563186646,0.691919207572937
69,0.8711233139038086,0.6944271326065063
70,0.8734678626060486,0.6987891793251038
71,0.8692853450775146,0.6964402198791504
72,0.8672670722007751,0.6906352043151855
73,0.8714339137077332,0.6999498605728149
74,0.8674075603485107,0.7002493143081665
75,0.8665348887443542,0.6946327090263367
76,0.8626360893249512,0.6937982439994812
77,0.8643383383750916,0.6964831948280334
78,0.8619896173477173,0.6953175663948059
79,0.8542870283126831,0.6876096725463867
80,0.8608444929122925,0.6943494081497192
81,0.8573344945907593,0.6933329701423645
82,0.8540439009666443,0.6891430616378784
83,0.850138247013092,0.6877807378768921
84,0.8533647656440735,0.690140426158905
85,0.8522444367408752,0.6919491291046143
86,0.8530399799346924,0.6898658871650696
87,0.8482869863510132,0.6873002648353577
88,0.8454400300979614,0.6845110654830933
89,0.8513643741607666,0.6925415396690369
90,0.8476077914237976,0.6898428201675415
91,0.8691160082817078,0.7118725180625916
92,0.8577417135238647,0.702122151851654
93,0.8494873642921448,0.6940190196037292
94,0.8460835218429565,0.6926571726799011
95,0.8532136082649231,0.6953302621841431
96,0.8453275561332703,0.6910601854324341
97,0.8411994576454163,0.6891012787818909
98,0.8455381989479065,0.692317008972168
99,0.8414053320884705,0.6906259059906006
100,0.8411030769348145,0.689816951751709
101,0.8381180763244629,0.6859847903251648
102,0.8359635472297668,0.6849093437194824
103,0.8366624116897583,0.6886129975318909
104,0.8403468728065491,0.6915132999420166
105,0.8369442820549011,0.6883882284164429
106,0.8348262906074524,0.6867597699165344
107,0.8339408040046692,0.6855792999267578
108,0.8422753214836121,0.6963135004043579
109,0.8330634236335754,0.686439573764801
110,0.8319485783576965,0.6865778565406799
111,0.8369949460029602,0.6915363073348999
112,0.8506165146827698,0.7070263624191284
113,0.8482732176780701,0.7051173448562622
114,0.8385760188102722,0.6940794587135315
115,0.8365460634231567,0.6942429542541504
116,0.8358859419822693,0.6938073635101318
117,0.8298318386077881,0.6868515610694885
118,0.8252010345458984,0.6845604777336121
119,0.8247786164283752,0.682933509349823
120,0.8365601897239685,0.6960362792015076
121,0.8284808993339539,0.6890251040458679
122,0.8225303888320923,0.6820897459983826
123,0.8250333666801453,0.6867177486419678
124,0.8234232664108276,0.6826033592224121
125,0.8375728726387024,0.6997547149658203
126,0.8255355358123779,0.6893876194953918
127,0.8206098079681396,0.6816640496253967
128,0.834281861782074,0.6973551511764526
129,0.8493890166282654,0.7137358784675598
130,0.8357809782028198,0.6999930143356323
131,0.8204596042633057,0.6842128038406372
132,0.8276082277297974,0.6918047070503235
133,0.824577271938324,0.689713716506958
134,0.8215497732162476,0.6868168711662292
135,0.822150468826294,0.6882247924804688
136,0.8196755647659302,0.6856652498245239
137,0.8193332552909851,0.686433732509613
138,0.8210518956184387,0.6873505115509033
139,0.8222417831420898,0.689701497554779
