epoch,accuracy,loss
0,0.2424052655696869,11.281497955322266
1,0.3869401812553406,3.12166690826416
2,0.4462887644767761,2.0311481952667236
3,0.4462887644767761,1.5266071557998657
4,0.4462887644767761,1.3687920570373535
5,0.4462887644767761,1.2926549911499023
6,0.4462887644767761,1.2514538764953613
7,0.4462887644767761,1.225295901298523
8,0.4462887644767761,1.2089617252349854
9,0.4462887644767761,1.1983743906021118
10,0.4462887644767761,1.1918522119522095
11,0.4462887644767761,1.1886128187179565
12,0.4462887644767761,1.1850454807281494
13,0.4462887644767761,1.1837191581726074
14,0.4462887644767761,1.1829514503479004
15,0.4462887644767761,1.182626724243164
16,0.4462887644767761,1.182192325592041
17,0.4462887644767761,1.1811221837997437
18,0.4462887644767761,1.180670142173767
19,0.4462887644767761,1.1803914308547974
20,0.4462887644767761,1.1802705526351929
21,0.4462887644767761,1.1797946691513062
22,0.4462887644767761,1.1804842948913574
23,0.4462887644767761,1.179649829864502
24,0.4462887644767761,1.179795503616333
25,0.4462887644767761,1.1789785623550415
26,0.4462887644767761,1.181922435760498
27,0.4462887644767761,1.1801211833953857
28,0.4462887644767761,1.1784485578536987
29,0.4462887644767761,1.1809121370315552
30,0.4462887644767761,1.1799734830856323
31,0.4462887644767761,1.1802127361297607
32,0.4462887644767761,1.1798737049102783
33,0.4462887644767761,1.1798505783081055
34,0.4462887644767761,1.179861068725586
35,0.4462887644767761,1.1806138753890991
36,0.4462887644767761,1.1797480583190918
37,0.4462887644767761,1.181160807609558
38,0.4462887644767761,1.1808891296386719
0,0.265580952167511,11.418509483337402
1,0.3823989927768707,3.2172534465789795
2,0.4462887644767761,2.0464603900909424
3,0.4462887644767761,1.5301337242126465
4,0.4462887644767761,1.3680957555770874
5,0.4462887644767761,1.2873952388763428
6,0.4462887644767761,1.2455720901489258
7,0.4462887644767761,1.221172571182251
8,0.4462887644767761,1.2066847085952759
9,0.4462887644767761,1.1974518299102783
10,0.4462887644767761,1.1924599409103394
11,0.4462887644767761,1.1874542236328125
12,0.4462887644767761,1.1858958005905151
13,0.4462887644767761,1.1849130392074585
14,0.4462887644767761,1.183035135269165
15,0.4462887644767761,1.1828277111053467
16,0.4462887644767761,1.1829009056091309
17,0.4462887644767761,1.1813958883285522
18,0.4462887644767761,1.1817795038223267
19,0.4462887644767761,1.1826361417770386
20,0.4462887644767761,1.1850881576538086
21,0.4462887644767761,1.1828769445419312
22,0.4462887644767761,1.1815264225006104
23,0.4462887644767761,1.1791163682937622
24,0.4462887644767761,1.179300308227539
25,0.4462887644767761,1.1797370910644531
26,0.4462887644767761,1.180085301399231
27,0.4462887644767761,1.1792625188827515
28,0.4462887644767761,1.1796958446502686
29,0.4462887644767761,1.1814454793930054
30,0.4462887644767761,1.1790566444396973
31,0.4462887644767761,1.1793216466903687
32,0.4462887644767761,1.1793490648269653
33,0.4462887644767761,1.1827771663665771
34,0.4462887644767761,1.1816017627716064
35,0.4462887644767761,1.18032705783844
36,0.4462887644767761,1.1801131963729858
37,0.4462887644767761,1.1798443794250488
38,0.4462887644767761,1.1822431087493896
39,0.4462887644767761,1.1795576810836792
40,0.4462887644767761,1.1801648139953613
0,0.3611024022102356,11.190924644470215
1,0.4462887644767761,3.1596391201019287
2,0.4462887644767761,2.0027899742126465
3,0.4462887644767761,1.5244371891021729
4,0.4462887644767761,1.3614530563354492
5,0.4462887644767761,1.2858452796936035
6,0.4462887644767761,1.2437916994094849
7,0.4462887644767761,1.2206997871398926
8,0.4462887644767761,1.206523060798645
9,0.4462887644767761,1.1961398124694824
10,0.4462887644767761,1.1899038553237915
11,0.4462887644767761,1.1868928670883179
12,0.4462887644767761,1.1843194961547852
13,0.4462887644767761,1.1837307214736938
14,0.4462887644767761,1.1824994087219238
15,0.4462887644767761,1.1813055276870728
16,0.4462887644767761,1.1810897588729858
17,0.4462887644767761,1.1815639734268188
18,0.4462887644767761,1.179391622543335
19,0.4462887644767761,1.1804356575012207
20,0.4462887644767761,1.180755615234375
21,0.4462887644767761,1.1799442768096924
22,0.4462887644767761,1.1800323724746704
23,0.4462887644767761,1.1795446872711182
24,0.4462887644767761,1.1790471076965332
25,0.4462887644767761,1.1788841485977173
26,0.4462887644767761,1.179850459098816
27,0.4462887644767761,1.180498719215393
28,0.4462887644767761,1.1814366579055786
29,0.4462887644767761,1.180683970451355
30,0.4462887644767761,1.1794792413711548
31,0.4462887644767761,1.179414987564087
32,0.4462887644767761,1.1785818338394165
33,0.4462887644767761,1.1786437034606934
34,0.4462887644767761,1.1786675453186035
35,0.4462887644767761,1.1792809963226318
36,0.4462887644767761,1.1798133850097656
37,0.4462887644767761,1.1793627738952637
38,0.4462887644767761,1.1808485984802246
39,0.4462887644767761,1.180006980895996
40,0.4462887644767761,1.1807842254638672
41,0.4462887644767761,1.1790754795074463
42,0.4462887644767761,1.1788489818572998
0,0.3409019708633423,11.288290977478027
1,0.4462887644767761,3.1675126552581787
2,0.4462887644767761,2.0277810096740723
3,0.4462887644767761,1.528143286705017
4,0.4462887644767761,1.361066222190857
5,0.4462887644767761,1.2842084169387817
6,0.4462887644767761,1.2432125806808472
7,0.4462887644767761,1.2186651229858398
8,0.4462887644767761,1.2043242454528809
9,0.4462887644767761,1.1942673921585083
10,0.4462887644767761,1.1887089014053345
11,0.4462887644767761,1.1862735748291016
12,0.4462887644767761,1.1837425231933594
13,0.4462887644767761,1.1828693151474
14,0.4462887644767761,1.1820465326309204
15,0.4462887644767761,1.1823843717575073
16,0.4462887644767761,1.1815533638000488
17,0.4462887644767761,1.1813931465148926
18,0.4462887644767761,1.1817235946655273
19,0.4462887644767761,1.1802810430526733
20,0.4462887644767761,1.1804370880126953
21,0.4462887644767761,1.1797963380813599
22,0.4462887644767761,1.1781033277511597
23,0.4462887644767761,1.1809691190719604
24,0.4462887644767761,1.180327296257019
25,0.4462887644767761,1.179826021194458
26,0.4462887644767761,1.1804249286651611
27,0.4462887644767761,1.1781487464904785
28,0.4462887644767761,1.1782094240188599
29,0.4462887644767761,1.1788297891616821
30,0.4462887644767761,1.17927086353302
31,0.4462887644767761,1.1796890497207642
32,0.4462887644767761,1.179938793182373
0,0.4054180979728699,11.222306251525879
1,0.4461321532726288,3.1231558322906494
2,0.4461321532726288,2.0033609867095947
3,0.4461321532726288,1.5131044387817383
4,0.4461321532726288,1.358188271522522
5,0.4461321532726288,1.2844083309173584
6,0.4461321532726288,1.2451258897781372
7,0.4461321532726288,1.222227931022644
8,0.4461321532726288,1.2069700956344604
9,0.4461321532726288,1.1971521377563477
10,0.4461321532726288,1.191266655921936
11,0.4461321532726288,1.1871808767318726
12,0.4461321532726288,1.1852284669876099
13,0.4461321532726288,1.1833181381225586
14,0.4461321532726288,1.1828932762145996
15,0.4461321532726288,1.1810238361358643
16,0.4461321532726288,1.1816627979278564
17,0.4461321532726288,1.1811171770095825
18,0.4461321532726288,1.1803838014602661
19,0.4461321532726288,1.1800727844238281
20,0.4461321532726288,1.180484652519226
21,0.4461321532726288,1.1802564859390259
22,0.4461321532726288,1.181891918182373
23,0.4461321532726288,1.1827833652496338
24,0.4461321532726288,1.1799070835113525
25,0.4461321532726288,1.1799201965332031
26,0.4461321532726288,1.1796026229858398
27,0.4461321532726288,1.1788363456726074
28,0.4461321532726288,1.1791069507598877
29,0.4461321532726288,1.1789710521697998
30,0.4461321532726288,1.179263710975647
31,0.4461321532726288,1.1802384853363037
32,0.4461321532726288,1.1798943281173706
33,0.4461321532726288,1.1798607110977173
34,0.4461321532726288,1.1798030138015747
35,0.4461321532726288,1.179656744003296
36,0.4461321532726288,1.1787911653518677
37,0.4461321532726288,1.1796479225158691
38,0.4461321532726288,1.183444619178772
39,0.4461321532726288,1.1806750297546387
40,0.4461321532726288,1.179408073425293
41,0.4461321532726288,1.1798114776611328
42,0.4461321532726288,1.1788989305496216
43,0.4461321532726288,1.1815823316574097
44,0.4461321532726288,1.1798663139343262
45,0.4461321532726288,1.18073308467865
46,0.4461321532726288,1.1819220781326294
