,IMDB ID,Mojo ID,title,Genres,Year,Domestic Gross ($),Worldwide Gross ($),Opening ($),Budget,Opening Theaters,Release Date,MPAA,In Realease (Days),Widest Release,Stars,Director(s),Writer(s),Producer(s),Running time (min),IMDB score,IMDB votes,Metascore,Meta Users,Country,Language,Distributor,Plot Outline
154,tt3262342,1124238849,Loving Vincent,"Animation
    
        Biography
    
        Crime
    
        Drama
    
        Family
    
        Mystery",2017,6735118,42187665,23180,10000000.0,1,22-Sep-17,PG-13,466,218,"Douglas Booth
Josh Burdett
Holly Earl
Robin Hodges
Chris O'Dowd","Dorota Kobiela
 Hugh Welchman","Dorota Kobiela
 Hugh Welchman
 Jacek Dehnel","Claudia Bluemhuber
 Sean M. Bobbitt
 Cleone Clarke
 Tim Dennison
 Jonathan Feroze
 Ian Hutchinson
 Richard Londesborough
 Ivan Mactaggart
 Steve Muench
 Edward Noeltner
 David Parfitt
 Gerd Schepers
 Charlotte Ubben
 Laurie Ubben
 Hugh Welchman",94,7.8,51247,62.0,"212 user
194 critic
","Poland
UK
USA
Switzerland
Netherlands",English,Good Deed Entertainment,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there."
155,tt3721954,822117889,Maudie,"Biography
    
        Drama
    
        Romance",2017,6170998,9733932,45920,8000000.0,4,14-Apr-17,PG-13,266,233,"Sally Hawkins
Zachary Bennett
Gabrielle Rose
Lawrence Barry
Ethan Hawke",Aisling Walsh,Sherry White,"Hussain Amarshi
 Bob Cooper
 Rory Gilmartin
 Heather Haldane
 Johanna Hogan
 Ross Jacobson
 Tyler Mitchell
 Alan Moloney
 Susan Mullen
 Mary Pantelidis
 Sheldon Rabinowitz
 Edward Riche
 Mark Roberts
 Mary Sexton
 Mary Young Leckie",115,7.6,16522,65.0,"111 user
374 critic
","Canada
Ireland",English,Sony Pictures Classics,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.
156,tt5721088,2290058753,Just Getting Started,"Comedy
    
        Crime",2017,6069605,7634022,3201459,22000000.0,2161,8-Dec-17,PG-13,389,2161,"Morgan Freeman
Tommy Lee Jones
Rene Russo
Joe Pantoliano
Glenne Headly",Ron Shelton,Ron Shelton,"Steve Barnett
 Charles V. Bender
 Kellie Davis
 Bill Gerber
 Daniel Hammond
 Gabriel Hammond
 Jeffrey Lampert
 John Mass
 John Mass
 Steve Richards
 Andrew Roda
 Alan Simpson
 Peter E. Strauss",91,4.5,6396,21.0,"53 user
32 critic
",USA,English,Broad Green Pictures,"A two-hander action comedy in the vein of Midnight Run (1988), about an ex-F.B.I. Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) having to put aside their petty rivalry on the golf course to fend off a mob hit."
157,tt4663548,2717943297,All Saints,Drama,2017,5802208,5942565,1514278,2000000.0,846,25-Aug-17,PG,129,846,"John Corbett
Cara Buono
Myles Moore
Barry Corbin
Nelson Lee",Steve Gomer,Steve Armour,"Marc Bienstock
 Martha W. Chang
 Steve Gomer
 Barrett J. Leigh
 Mike Ostrowski
 Jimmy Sprague",108,6.1,1568,63.0,"26 user
19 critic
",USA,English,Affirm Films,"When a group of Burmese refugees join the congregation, the pastor of a failing Anglican church attempts to aid them by planting crops and enlisting the help of the community."
158,tt0491175,2365621761,Suburbicon,"Comedy
    
        Crime
    
        Drama
    
        Thriller",2017,5775178,12751667,2840246,3300000.0,2046,27-Oct-17,R,70,2046,"Steve Monroe
Gavin Wilde
Landon Gordon
Hope Banks
Karimah Westbrook",George Clooney,"Joel Coen
 Ethan Coen
 George Clooney
 Grant Heslov","George Clooney
 Ethan Erwin
 Barbara A. Hall
 Grant Heslov
 Hal Sadoff
 Teddy Schwarzman
 Joel Silver
 Daniel Steinman
 David Webb",105,5.7,40663,42.0,"357 user
295 critic
","UK
USA
China",English,Paramount Pictures,"As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family."
159,tt4429194,805340673,Paris Can Wait,"Comedy
    
        Drama
    
        Romance",2017,5617731,13203541,98850,20000000.0,4,12-May-17,PG,234,447,"Diane Lane
Arnaud Viard
Alec Baldwin
Elise Tielrooy
Élodie Navarre",Eleanor Coppola,Eleanor Coppola,"Denis Carot
 Eleanor Coppola
 Lisa Hamilton Daly
 Georgia Kacandes
 Tanya Lopez
 Marie Masmonteil
 Fred Roos
 Rob Sharenow
 Molly Thompson
 Michael Zakin",92,5.8,7711,48.0,"82 user
94 critic
","Japan
USA",English,Sony Pictures Classics,The wife of a successful movie producer takes a car trip from the south of France to Paris with one of her husband's associates.
160,tt6225520,235111937,The Man Who Invented Christmas,"Biography
    
        Comedy
    
        Drama",2017,5676486,8117668,1357129,10000000.0,626,12-Sep-14,PG,405,720,"Dan Stevens
Mark Schrier
Patrick Joseph Byrnes
Miriam Margolyes
Morfydd Clark",Bharat Nalluri,"Susan Coyne
 Les Standiford
 Charles Dickens","Fraser Ash
 Susan Coyne
 Niv Fichman
 Wayne Marc Godfrey
 Johanna Hogan
 Vadim Jean
 Robert Jones
 Mitchell Kaplan
 Andrew Karpen
 Kevin Krikst
 David Leiwant
 Laurie May
 Paula Mazur
 Robert Mickelson
 Alan Moloney
 Susan Mullen
 Patrick O'Donoghue
 Keith Potter
 Ian Sharples
 Lisa Wilson",104,7.0,13661,60.0,"112 user
136 critic
","Ireland
Canada",English,Bleecker Street Media,"The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas."
161,tt4385888,1912702465,20th Century Women,"Comedy
    
        Drama",2017,5664764,7214806,111200,20000000.0,4,11-Mar-16,R,369,650,"Annette Bening
Elle Fanning
Greta Gerwig
Billy Crudup
Lucas Jade Zumann",Mike Mills,Mike Mills,"Chelsea Barnard
 Anne Carey
 Megan Ellison
 Youree Henley
 Geoff Linville
 Andrea Longacre-White
 Jillian Longnecker",119,7.3,40478,83.0,"120 user
229 critic
",USA,English,A24,"The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979."
162,tt4209788,2416150017,Molly's Game,"Biography
    
        Crime
    
        Drama",2017,28780744,59284015,2349967,6000000.0,271,2-Dec-16,R,372,1708,"Jessica Chastain
Idris Elba
Kevin Costner
Michael Cera
Jeremy Strong",Aaron Sorkin,"Aaron Sorkin
 Molly Bloom","Oren Aviv
 Felice Bee
 Stuart M. Besser
 Adam Fogelson
 Mark Gordon
 Leopoldo Gout
 Matt Jackson
 Joanne Lee
 Lauren Lohman
 Lyn Lucibello
 Amy Pascal
 Josh Clay Phillips
 Robert Simonds
 Donald Tang
 Zhongjun Wang
 Zhonglei Wang",140,7.4,144404,71.0,"401 user
367 critic
","China
Canada
USA",English,STX Entertainment,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target."
163,tt5649144,3003352577,The Florida Project,Drama,2017,5904366,10971298,157553,2777000.0,4,6-Oct-17,R,452,229,"Brooklynn Prince
Christopher Rivera
Aiden Malik
Josie Olivo
Valeria Cotto",Sean Baker,"Sean Baker
 Chris Bergoch","Sean Baker
 Chris Bergoch
 Kevin Chinoy
 Darren Dean
 Andrew Duncan
 Dani Johnson
 Samantha Quan
 Alex Saks
 Elayne Schneiderman Schmidt
 Francesca Silvestri
 Shih-Ching Tsou",111,7.6,96251,92.0,"501 user
372 critic
",USA,English,A24,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World."
164,tt5311514,788563457,Your Name.,"Animation
    
        Drama
    
        Fantasy
    
        Romance",2017,5017246,357986087,1813781,5000000.0,311,7-Apr-17,PG,269,311,"Ryûnosuke Kamiki
Mone Kamishiraishi
Ryô Narita
Aoi Yûki
Nobunaga Shimazaki",Makoto Shinkai,"Makoto Shinkai
 Makoto Shinkai
 Clark Cheng","Yoshihiro Furusawa
 Tatsuro Hatanaka
 Minami Ichikawa
 Shin'ichirô Inoue
 Kôichirô Itô
 Noritaka Kawaguchi
 Genki Kawamura
 Yukari Kiso
 Kenji Ohta
 Yuuichi Sakai
 Katsuhiro Takei
 Masanori Yumiya
 Junji Zenki",106,8.4,198820,79.0,"749 user
234 critic
",Japan,Japanese,FUNimation Entertainment,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
165,tt1711525,4286547457,Office Christmas Party,Comedy,2017,54767494,114501299,16890204,45000000.0,3210,9-Dec-16,R,388,3210,"Jason Bateman
Olivia Munn
T.J. Miller
Jennifer Aniston
Kate McKinnon","Josh Gordon
 Will Speck","Jon Lucas
 Scott Moore
 Timothy Dowling
 Justin Malen
 Laura Solon
 Dan Mazer","Holly Bario
 Beau Bauman
 Guymon Casady
 Josh Gordon
 Matthew Hirsch
 Daniel Rappaport
 Will Speck
 Scott Stuber
 Kevin K. Vafi
 Richard Vane",105,5.8,71156,42.0,"208 user
195 critic
",USA,English,Paramount Pictures,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand..."
166,tt2800050,4252861953,A Beautiful Planet,Documentary,2017,15650615,25730120,223983,12000000.0,137,29-Apr-16,PG-13,1768,155,"Jennifer Lawrence
Samantha Cristoforetti
Scott Kelly
Kjell Lindgren",Toni Myers,Toni Myers,"Judy Carroll
 Graeme Ferguson
 Toni Myers",46,7.4,1219,75.0,"7 user
12 critic
",USA,English,IMAX,An exploration of Earth and beyond as seen from the International Space Station. Narrated by Jennifer Lawrence.
167,tt5956100,486901249,Tiger Zinda Hai,"Action
    
        Adventure
    
        Thriller",2017,5560921,87320000,1787108,20470000.0,299,22-Dec-17,PG-13,375,299,"Salman Khan
Katrina Kaif
Anupriya Goenka
Paresh Rawal
Nawab Shah",Ali Abbas Zafar,"Neelesh Misra
 Ali Abbas Zafar
 Ali Abbas Zafar
 Aditya Chopra","Jamal Araissi
 Aditya Chopra
 Sudhanshu Kumar
 Ishvinder Maddh
 Hind Nabulsi
 Andreas Payer
 Bharat Rawail
 Aashish Singh
 Navmeet Singh",161,5.9,22095,,"182 user
33 critic
",India,Hindi,Yash Raj Films,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them."
