,IMDB ID,Mojo ID,title,Genres,Year,Domestic Gross ($),Worldwide Gross ($),Opening ($),Budget,Opening Theaters,Release Date,MPAA,In Realease (Days),Widest Release,Stars,Director(s),Writer(s),Producer(s),Running time (min),IMDB score,IMDB votes,Metascore,Meta Users,Country,Language,Distributor,Plot Outline
0,tt2015381,3177416193,Guardians of the Galaxy,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",2014,333176600,772776600,94320883.0,170000000.0,4080.0,"Aug 1, 2014",PG-13,518,4088,"Chris Pratt
Zoe Saldana
Dave Bautista
Vin Diesel
Bradley Cooper",James Gunn,"James Gunn
 Nicole Perlman
 Dan Abnett
 Andy Lanning
 Bill Mantlo
 Keith Giffen
 Jim Starlin
 Steve Englehart
 Steve Gan
 Steve Gerber
 Val Mayerik","Victoria Alonso
 Jamie Christopher
 Louis D'Esposito
 Kevin Feige
 Alan Fine
 David J. Grant
 Nikolas Korda
 Jeremy Latcham
 Stan Lee
 Jonathan Schwartz",121.0,8.0,1048637,76.0,"1,429 user
724 critic
",USA,English,Walt Disney Studios Motion Pictures,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
1,tt1951265,4283991553,The Hunger Games: Mockingjay - Part 1,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",2014,337135885,755356711,121897634.0,125000000.0,4151.0,"Nov 21, 2014",PG-13,406,4151,"Jennifer Lawrence
Josh Hutcherson
Liam Hemsworth
Woody Harrelson
Donald Sutherland",Francis Lawrence,"Peter Craig
 Danny Strong
 Suzanne Collins
 Suzanne Collins","Suzanne Collins
 Jan Foster
 Nina Jacobson
 Jon Kilik
 Cameron MacConomy
 Michael Paseornek
 Allison Shearmur
 Bryan Unkeless
 Patrick Wachsberger",123.0,6.6,415861,64.0,"623 user
432 critic
","USA
Canada
France",English,Lionsgate,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage."
2,tt1843866,3194193409,Captain America: The Winter Soldier,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",2014,259766572,714421503,95023721.0,170000000.0,3938.0,"Apr 4, 2014",PG-13,272,3938,"Chris Evans
Samuel L. Jackson
Scarlett Johansson
Robert Redford
Sebastian Stan","Anthony Russo
 Joe Russo","Christopher Markus
 Stephen McFeely
 Joe Simon
 Jack Kirby
 Steve Epting
 Ed Brubaker
 Michael Lark","Victoria Alonso
 Mitchell Bell
 Louis D'Esposito
 Kevin Feige
 Alan Fine
 Michael Grillo
 Stan Lee
 Nate Moore
 Lars P. Winther",136.0,7.7,740771,70.0,"967 user
618 critic
",USA,English,Walt Disney Studios Motion Pictures,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
3,tt1490017,643728897,The Lego Movie,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",2014,257760692,468060692,69050279.0,60000000.0,3775.0,"Feb 7, 2014",PG,328,3890,"Will Arnett
Elizabeth Banks
Craig Berry
Alison Brie
David Burrows","Christopher Miller
 Phil Lord","Phil Lord
 Christopher Miller
 Dan Hageman
 Kevin Hageman
 Phil Lord
 Christopher Miller
 Ole Kirk Christiansen
 Godtfred Kirk Christiansen
 Jens Nygaard Knudsen
 Peter Laird
 Kevin Eastman","Allison Abbate
 Will Allegra
 Matthew Ashton
 Bruce Berman
 Jon Burton
 Kathleen Fleming
 Roy Lee
 Dan Lin
 Benjamin Melniker
 John Powers Middleton
 Steven Mnuchin
 Amber Naismith
 Zareh Nalbandian
 James Packer
 Matt Skiena
 Michael E. Uslan
 Jill Wilfert
 Seanne Winslow",100.0,7.7,324939,83.0,"563 user
463 critic
","USA
Denmark
Australia",English,Warner Bros.,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
4,tt2109248,2960623105,Transformers: Age of Extinction,"Action
    
        Adventure
    
        Sci-Fi",2014,245439076,1104054072,100038390.0,210000000.0,4233.0,"Jun 27, 2014",PG-13,188,4233,"Mark Wahlberg
Stanley Tucci
Kelsey Grammer
Nicola Peltz
Jack Reynor",Michael Bay,Ehren Kruger,"Michael Bay
 Ian Bryce
 Chen On Chu
 Allegra Clegg
 Matthew Cohan
 Tom DeSanto
 Lorenzo di Bonaventura
 Brian Goldner
 K.C. Hodenfield
 Michael Kase
 Yi Li
 Longfei Liang
 Don Murphy
 Regan Riskas
 Steven Spielberg
 Mark Vahradian
 Dany Wolf
 Dan Xu
 Chiu Wah Lee",165.0,5.6,298707,32.0,"1,025 user
404 critic
","USA
China
Hong Kong",Chinese,Paramount Pictures,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help."
5,tt1587310,3915417089,Maleficent,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Romance",2014,241410378,758410378,69431298.0,180000000.0,3948.0,"May 30, 2014",PG,217,3948,"Angelina Jolie
Elle Fanning
Sharlto Copley
Lesley Manville
Imelda Staunton",Robert Stromberg,"Linda Woolverton
 Charles Perrault
 Milt Banta
 Winston Hibler
 Bill Peet
 Erdman Penner
 Joe Rinaldi
 Ted Sears
 Ralph Wright","Sarah Bradshaw
 Don Hahn
 Angelina Jolie
 Stephen Jones
 Lori Korngiebel
 Palak Patel
 Joe Roth
 Zack Roth
 Matt Smith
 Charuhas Sonar
 Michael Vieira",97.0,7.0,345836,56.0,"795 user
431 critic
","USA
UK",English,Walt Disney Studios Motion Pictures,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land."
6,tt1877832,1400538625,X-Men: Days of Future Past,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",2014,233921534,746045700,90823660.0,200000000.0,3996.0,"May 23, 2014",PG-13,223,4001,"Hugh Jackman
James McAvoy
Michael Fassbender
Jennifer Lawrence
Halle Berry",Bryan Singer,"Simon Kinberg
 Jane Goldman
 Simon Kinberg
 Matthew Vaughn
 Jack Kirby
 Stan Lee","Tom Cohen
 Todd Hallowell
 Derek Hoffman
 Simon Kinberg
 Stan Lee
 Kathleen McGill
 Josh McLaglen
 Hutch Parker
 Lauren Shuler Donner
 Bryan Singer
 Jason Taylor",132.0,7.9,662714,75.0,"836 user
574 critic
","USA
UK
Canada",English,Twentieth Century Fox,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
7,tt2103281,1649182209,Dawn of the Planet of the Apes,"Action
    
        Adventure
    
        Drama
    
        Sci-Fi",2014,208545589,710644566,72611427.0,170000000.0,3967.0,"Jul 11, 2014",PG-13,175,3969,"Andy Serkis
Jason Clarke
Gary Oldman
Keri Russell
Toby Kebbell",Matt Reeves,"Mark Bomback
 Rick Jaffa
 Amanda Silver
 Rick Jaffa
 Amanda Silver
 Pierre Boulle","Mark Bomback
 Peter Chernin
 Dylan Clark
 Thomas M. Hammel
 Rick Jaffa
 Amanda Silver
 Jennifer Teves
 Jenno Topping",130.0,7.6,412747,79.0,"680 user
560 critic
","USA
UK
Canada",English,Twentieth Century Fox,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
8,tt2245084,4283401729,Big Hero 6,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Sci-Fi",2014,222527828,657827828,56215889.0,165000000.0,3761.0,"Nov 7, 2014",PG,420,3773,"Scott Adsit
Ryan Potter
Daniel Henney
T.J. Miller
Jamie Chung","Don Hall
 Chris Williams","Jordan Roberts
 Robert L. Baird
 Daniel Gerson
 Man of Action
 Steven T. Seagle
 Duncan Rouleau","Roy Conli
 John Lasseter
 Kristina Reed
 Brad Simonsen",102.0,7.8,412927,74.0,"578 user
416 critic
","USA
Japan",English,Walt Disney Studios Motion Pictures,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
9,tt1872181,846431745,The Amazing Spider-Man 2,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",2014,202853933,708982323,91608337.0,190000000.0,4324.0,"May 2, 2014",PG-13,244,4324,"Andrew Garfield
Emma Stone
Jamie Foxx
Dane DeHaan
Colm Feore",Marc Webb,"Alex Kurtzman
 Roberto Orci
 Jeff Pinkner
 Alex Kurtzman
 Roberto Orci
 Jeff Pinkner
 James Vanderbilt
 Stan Lee
 Steve Ditko","Avi Arad
 Tom Cohen
 Alex Kurtzman
 Stan Lee
 Roberto Orci
 Beatriz Sequeira
 Matt Tolmach
 E. Bennett Walsh",142.0,6.6,418697,53.0,"1,197 user
540 critic
",USA,English,Sony Pictures Entertainment (SPE),"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones."
10,tt0831387,3193210369,Godzilla,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",2014,200676069,524976069,93188384.0,160000000.0,3952.0,"May 16, 2014",PG-13,230,3952,"Aaron Taylor-Johnson
CJ Adams
Ken Watanabe
Bryan Cranston
Elizabeth Olsen",Gareth Edwards,"Ishirô Honda
 Takeo Murata
 Shigeru Kayama
 Dave Callaham
 Max Borenstein
 Frank Darabont
 David S. Goyer","Yoshimitsu Banno
 Martin Cohen
 Bob Ducsay
 Alex Garcia
 Jon Jashni
 Kenji Okuhira
 Mary Parent
 Brian Rogers
 Jim Rowe
 Leeann Stonebreaker
 Shannon Triplett
 Thomas Tull
 Patricia Whitcher",123.0,6.4,379428,62.0,"1,677 user
645 critic
","USA
Japan",English,Warner Bros.,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
11,tt2294449,1581352449,22 Jump Street,"Action
    
        Comedy
    
        Crime",2014,191719337,331333876,57071445.0,50000000.0,3306.0,"Jun 13, 2014",R,203,3426,"Jonah Hill
Channing Tatum
Peter Stormare
Wyatt Russell
Amber Stevens West","Phil Lord
 Christopher Miller","Michael Bacall
 Oren Uziel
 Rodney Rothman
 Michael Bacall
 Jonah Hill
 Patrick Hasburgh
 Stephen J. Cannell","Will Allegra
 Brian Bell
 Stephen J. Cannell
 Reid Carolin
 Jonah Hill
 Tania Landau
 Phil Lord
 Christopher Miller
 Neal H. Moritz
 Channing Tatum
 Ben Waisbren",112.0,7.0,347075,71.0,"364 user
350 critic
",USA,English,Sony Pictures Entertainment (SPE),"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college."
12,tt1291150,3514074625,Teenage Mutant Ninja Turtles,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",2014,191204754,485004754,65575105.0,125000000.0,3845.0,"Aug 8, 2014",PG-13,147,3980,"Megan Fox
Will Arnett
William Fichtner
Alan Ritchson
Noel Fisher",Jonathan Liebesman,"Josh Appelbaum
 André Nemec
 Evan Daugherty
 Peter Laird
 Kevin Eastman","Michael Bay
 Ian Bryce
 Eric J. Crown
 Andrew Form
 Brad Fuller
 Basil Grillo
 Scott Mednick
 Marc Pappalardo
 Jason Reed
 Bret Rowe
 Lori Scowley
 Napoleon Smith III
 Denis L. Stewart
 Galen Walker",101.0,5.8,201424,31.0,"564 user
367 critic
",USA,English,Paramount Pictures,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
13,tt2310332,2354677249,The Hobbit: The Battle of the Five Armies,"Adventure
    
        Fantasy",2014,255119788,956019788,54724334.0,135000000.0,3875.0,"Dec 17, 2014",PG-13,380,3875,"Ian McKellen
Martin Freeman
Richard Armitage
Ken Stott
Graham McTavish",Peter Jackson,"Fran Walsh
 Philippa Boyens
 Peter Jackson
 Guillermo del Toro
 J.R.R. Tolkien","Carolyn Blackwood
 Philippa Boyens
 Carolynne Cunningham
 Matthew Dravitzki
 Toby Emmerich
 Alan F. Horn
 Peter Jackson
 Ken Kamins
 Eric Monette
 Eileen Moran
 Amanda Walker
 Fran Walsh
 Zane Weiner",144.0,7.4,477041,59.0,"906 user
456 critic
","New Zealand
USA",English,Warner Bros.,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
14,tt0816692,744130049,Interstellar,"Adventure
    
        Drama
    
        Sci-Fi",2014,188020017,677896797,47510360.0,165000000.0,3561.0,"Jun 28, 2013",PG-13,422,3561,"Ellen Burstyn
Matthew McConaughey
Mackenzie Foy
John Lithgow
Timothée Chalamet",Christopher Nolan,"Jonathan Nolan
 Christopher Nolan","Kaari Autry
 Jenny Basen
 Jill Christensen
 Stacey Douglas
 Kim Goddard-Rains
 Jordan Goldberg
 Harrison Goldstein
 Árni Björn Helgason
 Jake Myers
 Christopher Nolan
 Lynda Obst
 Graeme Puttock
 Debbie Schwab
 Inga Björk Sólnes
 Emma Thomas
 Gudlaug O. Thorisdottir
 Kip Thorne
 Thomas Tull
 Stephanie Fraser
 Brock Skretting",169.0,8.6,1525036,74.0,"4,380 user
631 critic
","USA
UK
Canada",English,Paramount Pictures,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
15,tt1646971,2589492737,How to Train Your Dragon 2,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Fantasy",2014,177002924,621537519,49451322.0,145000000.0,4253.0,"Jun 13, 2014",PG,203,4268,"Jay Baruchel
Cate Blanchett
Gerard Butler
Craig Ferguson
America Ferrera",Dean DeBlois,"Dean DeBlois
 Cressida Cowell","Bonnie Arnold
 Michael A. Connolly
 Doug Davison
 Dean DeBlois
 Aaron Dem
 Lisa J. Freberg
 Kendra Haaland
 Roy Lee
 Chris Sanders
 Kate Spencer",102.0,7.8,306968,76.0,"416 user
318 critic
",USA,English,Twentieth Century Fox,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
16,tt2267998,2186577409,Gone Girl,"Drama
    
        Mystery
    
        Thriller",2014,167767189,369330363,37513109.0,61000000.0,3014.0,"Oct 3, 2014",R,455,3284,"Ben Affleck
Rosamund Pike
Neil Patrick Harris
Tyler Perry
Carrie Coon",David Fincher,"Gillian Flynn
 Gillian Flynn","Ceán Chaffin
 Jim Davidson
 Leslie Dixon
 Joshua Donen
 Arnon Milchan
 Bruna Papandrea
 Reese Witherspoon",149.0,8.1,866022,79.0,"1,547 user
629 critic
",USA,English,Twentieth Century Fox,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
17,tt1840309,3763308033,Divergent,"Action
    
        Adventure
    
        Mystery
    
        Sci-Fi",2014,150947895,288885818,54607747.0,85000000.0,3936.0,"Mar 21, 2014",PG-13,286,3936,"Shailene Woodley
Theo James
Ashley Judd
Jai Courtney
Ray Stevenson",Neil Burger,"Evan Daugherty
 Vanessa Taylor
 Veronica Roth","Lucy Fisher
 John J. Kelly
 Michael Paseornek
 Pouya Shahbazian
 Rachel Shane
 Patrick Wachsberger
 Barry H. Waldman
 Douglas Wick",139.0,6.6,427439,48.0,"813 user
474 critic
",USA,English,Lionsgate,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late."
18,tt2004420,1719109121,Neighbors,Comedy,2014,150157400,270665134,49033915.0,18000000.0,3279.0,"May 9, 2014",R,237,3311,"Seth Rogen
Rose Byrne
Elise Vargas
Zoey Vargas
Brian Huskey",Nicholas Stoller,"Andrew Jay Cohen
 Brendan O'Brien","Brian Bell
 Andrew Jay Cohen
 Joseph Drake
 Evan Goldberg
 Nathan Kahane
 Matthew F. Leonetti Jr.
 Brendan O'Brien
 Seth Rogen
 James Weaver",97.0,6.3,288159,68.0,"432 user
363 critic
",USA,English,Universal Pictures,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down."
19,tt2294629,357926401,Frozen,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",2014,400738009,1280802282,243390.0,150000000.0,1.0,"Jul 12, 2013",PG,405,3742,"Kristen Bell
Idina Menzel
Jonathan Groff
Josh Gad
Santino Fontana","Chris Buck
 Jennifer Lee","Jennifer Lee
 Hans Christian Andersen
 Chris Buck
 Jennifer Lee
 Shane Morris","Peter Del Vecho
 John Lasseter
 Aimee Scribner",102.0,7.4,574918,75.0,"1,163 user
448 critic
","USA
Norway",English,Walt Disney Studios Motion Pictures,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
20,tt1408253,694978049,Ride Along,"Action
    
        Comedy
    
        Crime",2014,134938200,154468902,41516170.0,25000000.0,2663.0,"Jan 17, 2014",PG-13,349,2867,"Ice Cube
Kevin Hart
John Leguizamo
Bruce McGill
Tika Sumpter",Tim Story,"Greg Coolidge
 Jason Mantzoukas
 Phil Hay
 Matt Manfredi
 Greg Coolidge","Matt Alvarez
 Dianne Ashford
 Larry Brezner
 Maguy R. Cohen
 Ice Cube
 Ronald G. Muhammad
 Will Packer
 Nicolas Stern",99.0,6.2,103856,41.0,"137 user
151 critic
",USA,English,Universal Pictures,"Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta."
21,tt2357291,309102081,Rio 2,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",2014,131538435,498781117,39327869.0,103000000.0,3948.0,"Apr 11, 2014",G,265,3975,"Jake T. Austin
Carlinhos Brown
Kristin Chenoweth
Jemaine Clement
Jim Conroy",Carlos Saldanha,"Don Rhymer
 Carlos Kotkin
 Jenny Bicks
 Yoni Brenner
 Carlos Saldanha
 Laurie Craig
 Carlos Saldanha","Bruce Anderson
 John C. Donkin
 Chris Wedge",101.0,6.3,80757,49.0,"118 user
167 critic
","USA
Canada",English,Twentieth Century Fox,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law."
22,tt2872732,1902151169,Lucy,"Action
    
        Sci-Fi
    
        Thriller",2014,126663600,458863600,43899340.0,40000000.0,3173.0,"Jul 25, 2014",R,161,3202,"Scarlett Johansson
Morgan Freeman
Choi Min-sik
Amr Waked
Julian Rhind-Tutt",Luc Besson,Luc Besson,"Virginie Besson-Silla
 Marc Shmuger",89.0,6.4,448988,61.0,"1,211 user
441 critic
","France
Germany
Taiwan
Canada
USA
UK",English,Universal Pictures,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic."
23,tt1091191,1516340737,Lone Survivor,"Action
    
        Biography
    
        Drama
    
        War",2014,125095601,154802912,90872.0,40000000.0,2.0,"Sep 27, 2013",R,372,3285,"Mark Wahlberg
Taylor Kitsch
Emile Hirsch
Ben Foster
Yousuf Azami",Peter Berg,"Peter Berg
 Marcus Luttrell
 Patrick Robinson","Braden Aftergood
 Brandt Andersen
 Sarah Aubrey
 Peter Berg
 Tamara Birkemoe
 Remington Chase
 Dama Claire
 Grant Cramer
 Mark Damon
 Randall Emmett
 Simon Fawcett
 Kerry Foster
 Louis G. Friedman
 George Furla
 Akiva Goldsman
 Lindsay Greitzer
 Vitaly Grigoriants
 Brandon Grimes
 Eric Heffron
 Norton Herrick
 Petra Holtorf
 Harry Humphries
 Stephen Levinson
 Ron Lynch
 Stepan Martirosyan
 Jeff Rice
 Steven Saxton
 Lauren Selig
 Adi Shankar
 Jason Shuman
 Spencer Silna
 Sarah Kinga Smith
 Barry Spikings
 Mark Wahlberg",121.0,7.5,267459,60.0,"506 user
349 critic
","USA
UK",English,Universal Pictures,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
24,tt2582846,324240897,The Fault in Our Stars,"Drama
    
        Romance",2014,124872350,307166834,48002523.0,12000000.0,3173.0,"Jun 6, 2014",PG-13,209,3340,"Shailene Woodley
Ansel Elgort
Nat Wolff
Laura Dern
Sam Trammell",Josh Boone,"Scott Neustadter
 Michael H. Weber
 John Green","Marty Bowen
 Wyck Godfrey
 Michele Imperato
 Isaac Klausner
 Bert Nijdam
 Ryan White",126.0,7.7,345857,69.0,"712 user
338 critic
",USA,English,Twentieth Century Fox,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
25,tt0864835,4200957441,Mr. Peabody & Sherman,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi",2014,111506430,275698039,32207057.0,145000000.0,3934.0,"Mar 7, 2014",PG,300,3951,"Ty Burrell
Max Charles
Lauri Fraser
Guillaume Aretos
Pat Musick",Rob Minkoff,"Jay Ward
 Craig Wright
 Robert Ben Garant
 Thomas Lennon
 Ted Key
 Michael McCullers","Denise Nolan Cascino
 Jason Clark
 Holly Edwards
 Eric Ellenbogen
 Lisa J. Freberg
 Sean Mullen
 Alex Schwartz
 Tiffany Ward",92.0,6.8,62888,59.0,"170 user
204 critic
",USA,English,Twentieth Century Fox,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created."
26,tt1253863,3208742401,300: Rise of an Empire,"Action
    
        Drama",2014,106580051,337580051,45038460.0,110000000.0,3470.0,"Mar 7, 2014",R,300,3490,"Sullivan Stapleton
Eva Green
Lena Headey
Hans Matheson
Callan Mulvey",Noam Murro,"Zack Snyder
 Kurt Johnstad
 Frank Miller","Mark Canton
 Wesley Coller
 Marty P. Ewing
 Craig J. Flores
 Alex Garcia
 Bernie Goldmann
 Jon Jashni
 Stephen Jones
 Frank Miller
 Gianni Nunnari
 Roee Sharon
 Deborah Snyder
 Zack Snyder
 Thomas Tull",102.0,6.2,281788,48.0,"599 user
387 critic
",USA,English,Warner Bros.,"Greek general Themistokles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy."
27,tt1790864,3680732673,The Maze Runner,"Action
    
        Mystery
    
        Sci-Fi
    
        Thriller",2014,102427862,348319861,32512804.0,34000000.0,3604.0,"Sep 19, 2014",PG-13,469,3638,"Dylan O'Brien
Aml Ameen
Ki Hong Lee
Blake Cooper
Thomas Brodie-Sangster",Wes Ball,"Noah Oppenheim
 Grant Pierce Myers
 T.S. Nowlin
 James Dashner","Marty Bowen
 Eddie Gamarra
 Wyck Godfrey
 Ellen Goldsmith-Vein
 Joe Hartwick Jr.
 Lee Stollman
 Lindsay Williams",113.0,6.8,420229,57.0,"643 user
327 critic
","USA
UK",English,Twentieth Century Fox,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."
28,tt1959490,1231521281,Noah,"Action
    
        Adventure
    
        Drama",2014,101200044,359200044,43720472.0,125000000.0,3567.0,"Mar 28, 2014",PG-13,279,3571,"Russell Crowe
Jennifer Connelly
Ray Winstone
Anthony Hopkins
Emma Watson",Darren Aronofsky,"Darren Aronofsky
 Ari Handel","Darren Aronofsky
 Cale Boyter
 Chris Brigham
 Scott Franklin
 Ari Handel
 Amy Herman
 Rafnar Hermannsson
 Arnon Milchan
 Mary Parent",138.0,5.7,243858,68.0,"1,414 user
446 critic
",USA,English,Paramount Pictures,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.
29,tt0455944,3495003649,The Equalizer,"Action
    
        Crime
    
        Thriller",2014,101530738,192330738,34137828.0,55000000.0,3236.0,"Sep 26, 2014",R,462,3236,"Denzel Washington
Marton Csokas
Chloë Grace Moretz
David Harbour
Haley Bennett",Antoine Fuqua,"Richard Wenk
 Michael Sloan
 Richard Lindheim","Todd Black
 David J. Bloomfield
 Jason Blumenthal
 Tony Eldridge
 Lance Johnson
 Mace Neufeld
 Kat Samick
 Alex Siskin
 Michael Sloan
 Ezra Swerdlow
 Steve Tisch
 Ben Waisbren
 Denzel Washington",132.0,7.2,335840,57.0,"649 user
327 critic
",USA,English,Sony Pictures Entertainment (SPE),A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
30,tt1631867,658736641,Edge of Tomorrow,"Action
    
        Adventure
    
        Sci-Fi",2014,100206256,370541256,28760246.0,178000000.0,3490.0,"Jun 6, 2014",PG-13,209,3505,"Tom Cruise
Emily Blunt
Brendan Gleeson
Bill Paxton
Jonas Armstrong",Doug Liman,"Christopher McQuarrie
 Jez Butterworth
 John-Henry Butterworth
 Hiroshi Sakurazaka","David Bartis
 Bruce Berman
 Hidemi Fukuhara
 Joby Harold
 Jason Hoffs
 Gregory Jacobs
 Tom Lassally
 Tim Lewis
 Doug Liman
 Kevin Maliakal
 Steven Mnuchin
 Jeffrey Silver
 Erwin Stoff
 Kim H. Winther
 Jon Berg
 Greg Silverman",113.0,7.9,602907,71.0,"1,016 user
629 critic
","USA
Canada",English,Warner Bros.,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
