,Worldwide Gross ($)
1749,16983.0
1750,16734.0
1751,16886.0
1752,16011.0
1753,16000.0
1754,21561.0
1755,46410.0
1756,15875.0
1757,15760.0
1758,121034.0
1759,61674.0
1760,143234.0
1761,6778388.0
1762,449626.0
1763,15120.0
1764,15091.0
1765,14693.0
1766,14615.0
1767,14586.0
1768,126594.0
1769,8530226.0
1770,14272.0
1771,14062.0
1772,14057.0
1773,14056.0
1774,13869.0
1775,23584.0
1776,13692.0
1777,16002.0
1778,19288.0
1779,13546.0
1780,25916.0
1781,322348.0
1782,13093.0
1783,13013.0
1784,19115721.0
1785,141886.0
1786,15433.0
1787,14104.0
1788,12728.0
1789,20746.0
1790,19492.0
1791,12025.0
1792,11539.0
1793,13683.0
1794,142029.0
1795,20629645.0
1796,1762194.0
1797,10960.0
1798,3424648.0
1799,8226544.0
1800,40729.0
1801,10550.0
1802,589299.0
1803,10490.0
1804,12588.0
1805,10017.0
1806,10000.0
1807,286702.0
1808,611365.0
1809,10998667.0
1810,11146.0
1811,12578.0
1812,13598.0
1813,9269.0
1814,10082.0
1815,9100.0
1816,9004.0
1817,9000.0
1818,8942.0
1819,316504.0
1820,8824.0
1821,8688.0
1822,8631.0
1823,8601.0
1824,121254.0
1825,1349387.0
1826,291898.0
1827,8100.0
1828,475511.0
1829,7825.0
1830,7822.0
1831,7643.0
1832,8210.0
1833,7426.0
1834,7413.0
1835,8718.0
1836,7396.0
1837,7105.0
1838,4208573.0
1839,6950.0
1840,28663.0
1841,6853.0
1842,13063.0
1843,6543.0
1844,6504.0
1845,6480.0
1846,132787.0
1847,6141.0
1848,6100.0
1849,6051.0
1850,19375.0
1851,354391.0
1852,5928.0
1853,5860.0
1854,10782.0
1855,5719.0
1856,5549.0
1857,212624.0
1858,1402307.0
1859,51017.0
1860,63469.0
1861,5010.0
1862,5000.0
1863,4975.0
1864,16533595.0
1865,102819.0
1866,5757.0
1867,4291.0
1868,15312.0
1869,4000.0
1870,4008.0
1871,807436.0
1872,413035.0
1873,3775.0
1874,3731.0
1875,3804.0
1876,32567.0
1877,36145.0
1878,6201.0
1879,173083.0
1880,2206.0
1881,92748.0
1882,624913.0
1883,3184.0
1884,3161.0
1885,921752.0
1886,8315.0
1887,933352.0
1888,170922.0
1889,2592.0
1890,15220.0
1891,2432.0
1892,2064.0
1893,2000.0
1894,2219.0
1895,1794.0
1896,1708.0
1897,1492.0
1898,1428.0
1899,115511.0
1900,1190.0
1901,1142.0
1902,4080.0
1903,117754.0
1904,700.0
1905,43616.0
1906,646.0
1907,625.0
1908,41575.0
1909,601.0
1910,525.0
1911,4126744.0
1912,57587.0
1913,2436.0
1914,1214811252.0
1915,865011746.0
1916,970766005.0
1917,668045518.0
1918,743559607.0
1919,1280802282.0
1920,723192705.0
1921,788679850.0
1922,493311825.0
1923,467365246.0
1924,644783140.0
1925,540007876.0
1926,958366855.0
1927,587204668.0
1928,229930771.0
1929,269994119.0
1930,353641895.0
1931,319494638.0
1932,173965010.0
1933,246984278.0
1934,414828246.0
1935,375740705.0
1936,351723989.0
1937,274325949.0
1938,177313795.0
1939,362000072.0
1940,268426634.0
1941,218791811.0
1942,411002906.0
1943,126041322.0
1944,151826547.0
1945,170270201.0
1946,97470701.0
1947,286140700.0
1948,171464676.0
1949,239258712.0
1950,260502115.0
1951,286168572.0
1952,161919318.0
1953,282570682.0
1954,131940411.0
1955,205366737.0
1956,146428180.0
1957,97594140.0
1958,347545360.0
1959,72835710.0
1960,199850315.0
1961,251171807.0
1962,304654182.0
1963,116980662.0
1964,197687603.0
1965,89328627.0
1966,134402450.0
1967,125544024.0
1968,122126687.0
1969,243611982.0
1970,74597643.0
1971,226349749.0
1972,110387072.0
1973,97542952.0
1974,148075565.0
1975,53143144.0
1976,68572631.0
1977,87305549.0
1978,105200903.0
1979,118192315.0
1980,53396635.0
1981,93492844.0
1982,100486616.0
1983,117867984.0
1984,57824674.0
1985,98337295.0
1986,392000694.0
1987,60159584.0
1988,187733202.0
1989,78418811.0
1990,84790678.0
1991,47340586.0
1992,78324220.0
1993,99104804.0
1994,32318051.0
1995,63414135.0
1996,78378744.0
1997,188133322.0
1998,95396573.0
1999,53120346.0
2000,68532898.0
2001,60795985.0
2002,95224595.0
2003,63365859.0
2004,46089287.0
2005,48065672.0
2006,137328301.0
2007,39439355.0
2008,126546518.0
2009,151783839.0
2010,27437881.0
2011,46522137.0
2012,32613173.0
2013,22871096.0
2014,26474920.0
2015,47052899.0
2016,48449416.0
2017,34737199.0
2018,60052138.0
2019,62675095.0
2020,26895481.0
2021,59520298.0
2022,76586316.0
2023,18637201.0
2024,46922566.0
2025,25288872.0
2026,27858103.0
2027,100129872.0
2028,71009334.0
2029,44907260.0
2030,42128352.0
2031,17385830.0
2032,55736588.0
2033,87100449.0
2034,25051865.0
2035,31724284.0
2036,48330757.0
2037,15660668.0
2038,18074539.0
2039,11806432.0
2040,21947209.0
2041,9307166.0
2042,16549477.0
2043,32438988.0
2044,20994648.0
2045,17496820.0
2046,15500644.0
2047,88031955.0
2048,7454185.0
2049,6918591.0
2050,64076736.0
2051,27682872.0
2052,13627519.0
2053,20045576.0
2054,13725819.0
2055,6331939.0
2056,5787802.0
2057,10234653.0
2058,27985788.0
2059,32935319.0
2060,20014680.0
2061,10980157.0
2062,5839368.0
2063,5341221.0
2064,9058065.0
2065,6189998.0
2066,3909596.0
2067,7975812.0
2068,14858240.0
2069,5072654.0
2070,9058564.0
2071,16722143.0
2072,3018873.0
2073,3114953.0
2074,2861020.0
2075,2940411.0
2076,4840059.0
2077,2507201.0
2078,20423628.0
2079,2573616.0
2080,2503392.0
2081,7699095.0
2082,24261569.0
2083,2891812.0
2084,7816573.0
2085,2476775.0
2086,4170204.0
2087,5186767.0
2088,2313509.0
2089,2142342.0
2090,2303417.0
2091,19465835.0
2092,4552970.0
2093,48517427.0
2094,3197615.0
2095,2139516.0
2096,12077441.0
2097,9166865.0
2098,2325917.0
2099,1727259.0
2100,2641053.0
2101,20531909.0
2102,2146999.0
2103,22842887.0
2104,9279456.0
2105,3428048.0
2106,2085617.0
2107,21245677.0
2108,1327841.0
2109,6499169.0
2110,1501595.0
2111,1205273.0
2112,1544989.0
2113,2966268.0
2114,1435272.0
2115,2711379.0
2116,3499442.0
2117,1197759.0
2118,1674776.0
2119,1645164.0
2120,61459425.0
2121,2362019.0
2122,1877924.0
2123,1171761.0
2124,901649.0
2125,24271739.0
2126,10635126.0
2127,1223419.0
2128,1552730.0
2129,8880936.0
2130,701278.0
2131,1443479.0
2132,709415.0
2133,1412181.0
2134,15843274.0
2135,2801166.0
2136,650675.0
2137,789671.0
2138,639121.0
2139,705854.0
2140,2167020.0
2141,518342.0
2142,61559184.0
2143,506303.0
2144,722714.0
2145,31670607.0
2146,587174.0
2147,521181.0
2148,2688444.0
2149,770535.0
2150,669070.0
2151,1031243.0
2152,16190771.0
2153,416853.0
2154,487455.0
2155,19544634.0
2156,370218.0
2157,711366.0
2158,1585583.0
2159,13090471.0
2160,401914.0
2161,342941.0
2162,708440.0
2163,2865068.0
2164,338987.0
2165,21766271.0
2166,594394.0
2167,324977.0
2168,1575749.0
2169,318121.0
2170,332990.0
2171,429350.0
2172,367406.0
2173,326061.0
2174,116126458.0
2175,2585522.0
2176,8644563.0
2177,1259616.0
2178,6202879.0
2179,74188937.0
2180,248346.0
2181,277651.0
2182,562878.0
2183,369065.0
2184,231378.0
2185,228004.0
2186,388622.0
2187,7610738.0
2188,11509942.0
2189,747140.0
2190,442313.0
2191,6571685.0
2192,223821.0
2193,200238.0
2194,195005.0
2195,1243980.0
2196,154802912.0
2197,284147.0
2198,12698385.0
2199,175705.0
2200,175755.0
2201,174197.0
2202,2794852.0
2203,171962.0
2204,171740.0
2205,200036.0
2206,410495.0
2207,457517.0
2208,472890.0
2209,157937.0
2210,156996.0
2211,152791.0
2212,152200.0
2213,654587.0
2214,243246.0
2215,168916.0
2216,163690.0
2217,141951.0
2218,138811.0
2219,146702.0
2220,11478881.0
2221,887851.0
2222,24676341.0
2223,1492780.0
2224,127257.0
2225,125687.0
2226,180331.0
2227,137042.0
2228,673493.0
2229,232857.0
2230,120459.0
2231,589945.0
2232,128668.0
2233,113966.0
2234,124856.0
2235,206279.0
2236,146000.0
2237,262390.0
2238,105998.0
2239,22187813.0
2240,320013.0
2241,116783.0
2242,854891.0
2243,103739.0
2244,103028.0
2245,4408087.0
2246,127852.0
2247,4822849.0
2248,12673462.0
2249,111903.0
2250,2253819.0
2251,100403.0
2252,100401.0
2253,5990754.0
2254,284471.0
2255,5464885.0
2256,93995.0
2257,713616.0
2258,90106.0
2259,89435.0
2260,828284.0
2261,422247.0
2262,98774891.0
2263,19833152.0
2264,1305473.0
2265,159047.0
2266,977671.0
2267,80634.0
2268,80108.0
2269,88045.0
2270,1567339.0
2271,6834802.0
2272,96778.0
2273,1604609.0
2274,1048704.0
2275,108118.0
2276,3350996.0
2277,72125.0
2278,71906.0
2279,70605.0
2280,313387.0
2281,3986888.0
2282,66680.0
2283,22259179.0
2284,102015.0
2285,2122909.0
2286,70495.0
2287,115739.0
2288,64489.0
2289,61018.0
2290,14994876.0
2291,60818.0
2292,925762.0
2293,60891.0
2294,214313.0
2295,294696.0
2296,59081.0
2297,197757387.0
2298,270185.0
2299,55824.0
2300,69085.0
2301,55301.0
2302,124561.0
2303,54204.0
2304,53692.0
2305,124244.0
2306,51271.0
2307,51229.0
2308,76621.0
2309,48040.0
2310,47558.0
2311,77621.0
2312,88327.0
2313,75870.0
2314,106425.0
2315,55038.0
2316,1534391.0
2317,210565.0
2318,45175.0
2319,46121.0
2320,132056.0
2321,47289937.0
2322,42892.0
2323,78957.0
2324,177753.0
2325,295930.0
2326,41537.0
2327,40645.0
2328,40400.0
2329,1071322.0
2330,39819.0
2331,58132.0
2332,39192.0
2333,124279.0
2334,79627.0
2335,38933.0
2336,3889260.0
2337,312757.0
2338,53804.0
2339,37984.0
2340,3967001.0
2341,37731.0
2342,37466.0
2343,37240.0
2344,12671109.0
2345,52458.0
2346,36463.0
2347,36128.0
2348,35647.0
2349,35566.0
2350,35271.0
2351,668484.0
2352,35048.0
2353,28328531.0
2354,43763.0
2355,34005.0
2356,33300.0
2357,33066.0
2358,2631275.0
2359,30408.0
2360,29863.0
2361,29817.0
2362,29634.0
2363,28378.0
2364,660355.0
2365,27740.0
2366,43758.0
2367,27595.0
2368,27160.0
2369,66017.0
2370,7708312.0
2371,31736.0
2372,29505.0
2373,59403.0
2374,25000.0
2375,24529.0
2376,439935.0
2377,24296.0
2378,48767.0
2379,1709036.0
2380,23701.0
2381,23899.0
2382,77717014.0
2383,700215.0
2384,187191.0
2385,23959.0
2386,38974.0
2387,22107.0
2388,6616296.0
2389,805574.0
2390,21832.0
2391,5994921.0
2392,21652.0
2393,1466032.0
2394,21316.0
2395,22313.0
2396,21818.0
2397,20709.0
2398,20584.0
2399,139653.0
2400,19908.0
2401,19613.0
2402,19463.0
2403,18938.0
2404,28994.0
2405,18846.0
2406,18759.0
2407,18642.0
2408,18529.0
2409,1166740.0
2410,18297.0
2411,9075131.0
2412,18202.0
2413,22497.0
2414,4446852.0
2415,17646.0
2416,17992.0
2417,29337.0
2418,108139.0
2419,17110.0
2420,16778.0
2421,641929.0
2422,17909.0
2423,71759.0
2424,18558.0
2425,1318468.0
2426,16050.0
2427,14928.0
2428,79178.0
2429,14752.0
2430,14400.0
2431,30665036.0
2432,16386.0
2433,14001.0
2434,14738.0
2435,13737.0
2436,1809527.0
2437,238223.0
2438,12901.0
2439,12708.0
2440,377803.0
2441,186838.0
2442,443990.0
2443,11640.0
2444,114926694.0
2445,12155.0
2446,10730.0
2447,10681.0
2448,10650.0
2449,10645.0
2450,11006.0
2451,10454.0
2452,10400.0
2453,10358.0
2454,140041.0
2455,10278.0
2456,10068.0
2457,1127938.0
2458,317656.0
2459,9802.0
2460,3926386.0
2461,9704.0
2462,9432.0
2463,9417.0
2464,9342.0
2465,9338.0
2466,9318.0
2467,14360.0
2468,11599.0
2469,9195.0
2470,12110.0
2471,1212354.0
2472,8965.0
2473,4387907.0
2474,8785.0
2475,8445.0
2476,8437.0
2477,8395.0
2478,8377.0
2479,8348.0
2480,8253.0
2481,14905.0
2482,10080.0
2483,1675381.0
2484,7750.0
2485,7529.0
2486,7373.0
2487,6997.0
2488,9189.0
2489,6905.0
2490,6883.0
2491,6878.0
2492,1114027.0
2493,6629.0
2494,6601.0
2495,84112033.0
2496,6558.0
2497,618696.0
2498,6388.0
2499,6334.0
2500,9453.0
2501,6420.0
2502,6132.0
2503,6115.0
2504,6108.0
2505,5964.0
2506,68243.0
2507,666011.0
2508,5788.0
2509,5750.0
2510,5661.0
2511,6095.0
2512,12217440.0
2513,5274.0
2514,457132.0
2515,5074.0
2516,8132.0
2517,4960.0
2518,4956.0
2519,4917.0
2520,4871.0
2521,836709.0
2522,643758.0
2523,4556.0
2524,5677.0
2525,4816.0
2526,4175.0
2527,4141.0
2528,4105.0
2529,4976.0
2530,4080.0
2531,4054.0
2532,4029.0
2533,4015.0
2534,323748.0
2535,31303580.0
2536,3836.0
2537,3718.0
2538,3622.0
2539,3533.0
2540,2401291.0
2541,3400.0
2542,3338.0
2543,3287.0
2544,28864.0
2545,3078.0
2546,3018.0
2547,2795.0
2548,4375.0
2549,488327.0
2550,4534.0
2551,271735.0
2552,2602.0
2553,2597.0
2554,2544.0
2555,2510.0
2556,2492.0
2557,2483.0
2558,2325.0
2559,2311.0
2560,2207.0
2561,2075.0
2562,2075.0
2563,1938.0
2564,1777.0
2565,1719.0
2566,45604.0
2567,1469.0
2568,255080.0
2569,1170.0
2570,1132.0
2571,15033.0
2572,27187375.0
2573,1022.0
2574,17400053.0
2575,678604.0
2576,75747.0
2577,663.0
2578,7343.0
2579,476.0
2580,14147.0
2581,646175.0
2582,772776600.0
2583,755356711.0
2584,714421503.0
2585,468060692.0
2586,1104054072.0
2587,758410378.0
2588,746045700.0
2589,710644566.0
2590,657827828.0
2591,708982323.0
2592,524976069.0
2593,331333876.0
2594,485004754.0
2595,956019788.0
2596,677896797.0
2597,621537519.0
2598,369330363.0
2599,288885818.0
2600,270665134.0
2601,154468902.0
2602,498781117.0
2603,458863600.0
2604,307166834.0
2605,275698039.0
2606,337580051.0
2607,348319861.0
2608,359200044.0
2609,192330738.0
2610,370541256.0
2611,222809600.0
2612,101888019.0
2613,211817906.0
2614,169837010.0
2615,100375432.0
2616,257047661.0
2617,196710396.0
2618,138224951.0
2619,155641650.0
2620,373515621.0
2621,244819862.0
2622,111928365.0
2623,363204635.0
2624,100654149.0
2625,70181428.0
2626,120885527.0
2627,212902372.0
2628,161459297.0
2629,64667874.0
2630,70829270.0
2631,146965787.0
2632,172936941.0
2633,242688965.0
2634,136853506.0
2635,217124280.0
2636,268175631.0
2637,89514453.0
2638,54323210.0
2639,107645357.0
2640,80383113.0
2641,103590271.0
2642,135503748.0
2643,108255770.0
2644,78274843.0
2645,99783556.0
2646,50445860.0
2647,161502194.0
2648,67647013.0
2649,84419388.0
2650,127994610.0
2651,66980456.0
2652,203277636.0
2653,87189756.0
2654,54837234.0
2655,86013056.0
2656,57824533.0
2657,214657577.0
2658,45681062.0
2659,126069509.0
2660,38483455.0
2661,41296320.0
2662,90894962.0
2663,47398992.0
2664,48428048.0
2665,33448971.0
2666,53260230.0
2667,87937815.0
2668,30138754.0
2669,29824199.0
2670,44446287.0
2671,38609668.0
2672,58834384.0
2673,45640143.0
2674,39661919.0
2675,103215094.0
2676,48137666.0
2677,34718173.0
2678,123726688.0
2679,117831631.0
2680,103039258.0
2681,41898409.0
2682,26117471.0
2683,71416730.0
2684,233555708.0
2685,52501541.0
2686,76801179.0
2687,39280992.0
2688,61279452.0
2689,21316745.0
2690,17534314.0
2691,25358716.0
2692,36233517.0
2693,63464861.0
2694,16365451.0
2695,36921560.0
2696,25312387.0
2697,86165646.0
2698,14618727.0
2699,14444502.0
2700,27405896.0
2701,39407616.0
2702,20275812.0
2703,30800231.0
2704,16607575.0
2705,18658381.0
2706,51029361.0
2707,22126842.0
2708,10536956.0
2709,100370104.0
2710,17835162.0
2711,21755418.0
2712,14066534.0
2713,15642346.0
2714,7804337.0
2715,19206513.0
2716,17966873.0
2717,29253166.0
2718,6047363.0
2719,48982041.0
2720,6719925.0
2721,5776640.0
2722,136454220.0
2723,86758912.0
2724,24174885.0
2725,4633961.0
2726,11621581.0
2727,10606667.0
2728,22706304.0
2729,11156836.0
2730,16887741.0
2731,5670776.0
2732,3580343.0
2733,11782625.0
2734,8526288.0
2735,4292517.0
2736,3485383.0
2737,13156856.0
2738,17669776.0
2739,3171593.0
2740,3325417.0
2741,6089109.0
2742,2840991.0
2743,2827393.0
2744,2783970.0
2745,3396345.0
2746,16861137.0
2747,6566916.0
2748,5735963.0
2749,138342258.0
2750,50461371.0
2751,42045981.0
2752,43996483.0
2753,5218973.0
2754,2979739.0
2755,22386518.0
2756,8652213.0
2757,3819421.0
2758,2185255.0
2759,3780692.0
2760,2171849.0
2761,3438874.0
2762,6461559.0
2763,5952884.0
2764,7609187.0
2765,1882074.0
2766,1686917.0
2767,1558836.0
2768,1546229.0
2769,2384584.0
2770,16699029.0
2771,5090608.0
2772,1362018.0
2773,547426372.0
2774,2122804.0
2775,1974745.0
2776,66787908.0
2777,1194961.0
2778,2297261.0
2779,6337728.0
2780,14710975.0
2781,2510007.0
2782,4094339.0
2783,2090612.0
2784,2379154.0
2785,1064454.0
2786,1404307.0
2787,2624761.0
2788,68316452.0
2789,1009620.0
2790,3468224.0
2791,1891918.0
2792,1112592.0
2793,1521778.0
2794,6160114.0
2795,869838.0
2796,846704.0
2797,1210580.0
2798,815324.0
2799,815645.0
2800,13545832.0
2801,189017596.0
2802,919591.0
2803,1278108.0
2804,727594.0
2805,21026290.0
2806,1375623.0
2807,1390054.0
2808,1705908.0
2809,695876.0
2810,22179785.0
2811,10312540.0
2812,647280.0
2813,6914987.0
2814,1897363.0
2815,839840.0
2816,7685784.0
2817,2595622.0
2818,1448076.0
2819,24434485.0
2820,557683.0
2821,78547586.0
2822,549185.0
2823,94244191.0
2824,543044.0
2825,858783.0
2826,1307599.0
2827,515005.0
2828,596933.0
2829,5853509.0
2830,13551951.0
2831,612717.0
2832,652228.0
2833,466114.0
2834,38039248.0
2835,65842375.0
2836,1547630.0
2837,3635718.0
2838,64858224.0
2839,13669988.0
2840,2431443.0
2841,39156132.0
2842,365422.0
2843,614444.0
2844,1806548.0
2845,9245235.0
2846,8350026.0
2847,599840.0
2848,16968297.0
2849,481234.0
2850,37170163.0
2851,2700051.0
2852,327452.0
2853,4934725.0
2854,1131241.0
2855,5505705.0
2856,359542.0
2857,312706.0
2858,749653.0
2859,10435322.0
2860,294039.0
2861,558636.0
2862,288545.0
2863,753975.0
2864,35941291.0
2865,2105558.0
2866,301604.0
2867,10338463.0
2868,858513.0
2869,8366493.0
2870,1456675.0
2871,8111137.0
2872,993313.0
2873,339208.0
2874,1428362.0
2875,11060963.0
2876,256682.0
2877,1232900.0
2878,31278476.0
2879,680113.0
2880,247159.0
2881,462959.0
2882,235037.0
2883,225490.0
2884,4207242.0
2885,28674130.0
2886,220065.0
2887,288757.0
2888,106980263.0
2889,209613.0
2890,207584.0
2891,310116.0
2892,297381.0
2893,384670.0
2894,1662515.0
2895,198126.0
2896,190229.0
2897,45386560.0
2898,566423.0
2899,200126.0
2900,354971.0
2901,1604273.0
2902,176979.0
2903,60488344.0
2904,3875442.0
2905,172450.0
2906,20415934.0
2907,403713.0
2908,164540.0
2909,163745.0
2910,159862.0
2911,546352.0
2912,153908.0
2913,9979601.0
2914,311001.0
2915,2826333.0
2916,150191.0
2917,143178.0
2918,140164.0
2919,253285.0
2920,695131.0
2921,27926871.0
2922,134049.0
2923,133232.0
2924,256978.0
2925,433686.0
2926,1583687.0
2927,123854.0
2928,121179.0
2929,152346.0
2930,113276.0
2931,5082098.0
2932,111376.0
2933,112159.0
2934,109630.0
2935,106771.0
2936,423306.0
2937,8396062.0
2938,139745.0
2939,101310.0
2940,10900434.0
2941,101074.0
2942,20596350.0
2943,110763.0
2944,994126.0
2945,12007070.0
2946,1207841.0
2947,5645773.0
2948,91595.0
2949,176272.0
2950,89787.0
2951,481079.0
2952,274717.0
2953,96439.0
2954,99085291.0
2955,84577.0
2956,146572.0
2957,82614.0
2958,82312.0
2959,207231.0
2960,78948.0
2961,75881.0
2962,1406331.0
2963,120823.0
2964,71732.0
2965,72078.0
2966,6748888.0
2967,71717.0
2968,70918.0
2969,138609.0
2970,68598.0
2971,67421.0
2972,246557.0
2973,65169.0
2974,77450.0
2975,63946.0
2976,90785.0
2977,63063.0
2978,328005.0
2979,9757417.0
2980,69310.0
2981,11123929.0
2982,59696.0
2983,60230.0
2984,59424.0
2985,8122990.0
2986,58872.0
2987,58657.0
2988,546149.0
2989,1052010.0
2990,449064.0
2991,1216181.0
2992,461780.0
2993,56286.0
2994,97236.0
2995,55708.0
2996,3025189.0
2997,54051.0
2998,83008.0
2999,2549568.0
3000,53837.0
3001,306393.0
3002,52909.0
3003,52823.0
3004,4190670.0
3005,76933.0
3006,50257.0
3007,50020.0
3008,49591.0
3009,48995.0
3010,48911.0
3011,48713.0
3012,48700.0
3013,60048.0
3014,47696.0
3015,46874.0
3016,1282717.0
3017,45405.0
3018,45255.0
3019,45254.0
3020,44581.0
3021,43393.0
3022,240687.0
3023,43089.0
3024,42534.0
3025,2566435.0
3026,995990.0
3027,4439481.0
3028,63136.0
3029,421573.0
3030,40169.0
3031,39324.0
3032,39115.0
3033,370892.0
3034,1187477.0
3035,36026.0
3036,35144.0
3037,34768.0
3038,34754.0
3039,6168617.0
3040,8377987.0
3041,34236.0
3042,469701.0
3043,33817.0
3044,34510.0
3045,826323.0
3046,291239.0
3047,97195.0
3048,35321.0
3049,1252416.0
3050,32188.0
3051,866211.0
3052,106323.0
3053,171660.0
3054,58755.0
3055,30662.0
3056,30312.0
3057,1470582.0
3058,30160.0
3059,30104.0
3060,30029.0
3061,29656.0
3062,28980.0
3063,28516.0
3064,33735.0
3065,247377.0
3066,27053.0
3067,45938.0
3068,25788.0
3069,25480.0
3070,628807.0
3071,37887.0
3072,27513.0
3073,24630.0
3074,23881.0
3075,23868.0
3076,27000.0
3077,23419.0
3078,23043.0
3079,1649260.0
3080,1618085.0
3081,141605.0
3082,669085.0
3083,21286.0
3084,20874.0
3085,20694.0
3086,35282.0
3087,57189.0
3088,20056.0
3089,19480.0
3090,19480.0
3091,19597.0
3092,19365.0
3093,19339.0
3094,18983.0
3095,1265872.0
3096,18823.0
3097,150718.0
3098,492332.0
3099,31539.0
3100,9016922.0
3101,18190.0
3102,205637183.0
3103,18236.0
3104,17702.0
3105,17306.0
3106,17282.0
3107,89543.0
3108,17161.0
3109,24732.0
3110,16878.0
3111,80943.0
3112,20945.0
3113,16400.0
3114,16086.0
3115,15071.0
3116,14817.0
3117,54110.0
3118,14378.0
3119,826913.0
3120,13769.0
3121,13146.0
3122,13614.0
3123,13385.0
3124,7257942.0
3125,79624.0
3126,13243.0
3127,13137.0
3128,18016.0
3129,82725.0
3130,21147.0
3131,20567.0
3132,29139936.0
3133,12628.0
3134,12589.0
3135,12959.0
3136,12156.0
3137,491154.0
3138,12133.0
3139,52431.0
3140,5586646.0
3141,12005.0
3142,267476.0
3143,3075169.0
3144,894964.0
3145,11428.0
3146,11428.0
3147,308349.0
3148,23048.0
3149,11288.0
3150,38263.0
3151,11021.0
3152,24629152.0
3153,10850.0
3154,10457.0
3155,10233.0
3156,10078.0
3157,9816.0
3158,2249781.0
3159,13573.0
3160,25109572.0
3161,9480.0
3162,9365.0
3163,2423379.0
3164,24343.0
3165,9221.0
3166,8811.0
3167,371657.0
3168,19530.0
3169,3216374.0
3170,8512.0
3171,8462.0
3172,8608.0
3173,8426.0
3174,3221554.0
3175,8350.0
3176,8478.0
3177,10079201.0
3178,19365.0
3179,8093.0
3180,3016904.0
3181,7791.0
3182,9111.0
3183,7744.0
3184,26033917.0
3185,8349.0
3186,7440.0
3187,7429.0
3188,12680.0
3189,7205.0
3190,7182.0
3191,7171.0
3192,7078.0
3193,39811.0
3194,10963.0
3195,15122.0
3196,6796.0
3197,6717.0
3198,93046.0
3199,2647820.0
3200,6601.0
3201,44161.0
3202,6505.0
3203,11861.0
3204,128471.0
3205,9331.0
3206,6047.0
3207,8265.0
3208,5948.0
3209,5906.0
3210,11956.0
3211,5875.0
3212,30985.0
3213,1428494.0
3214,5658.0
3215,5565.0
3216,406256.0
3217,5418.0
3218,5384.0
3219,5122.0
3220,5012.0
3221,10600.0
3222,4870.0
3223,4783.0
3224,4674.0
3225,4560.0
3226,4529.0
3227,4404.0
3228,1257142.0
3229,6295.0
3230,4198.0
3231,64197205.0
3232,3909.0
3233,17027515.0
3234,75504.0
3235,3861.0
3236,3648.0
3237,3642.0
3238,3576.0
3239,3568.0
3240,3496.0
3241,3470.0
3242,3451.0
3243,3450.0
3244,813550.0
3245,16986.0
3246,3124.0
3247,3100.0
3248,3089.0
3249,3000.0
3250,82409.0
3251,2734.0
3252,10201.0
3253,40643.0
3254,2631.0
3255,2621.0
3256,2592.0
3257,2572.0
3258,9719.0
3259,2480.0
3260,3399790.0
3261,2363.0
3262,10254.0
3263,2120.0
3264,208105.0
3265,2021.0
3266,2540.0
3267,977855.0
3268,1677.0
3269,605403.0
3270,1529.0
3271,7102455.0
3272,1500.0
3273,3721345.0
3274,4305.0
3275,3387582.0
3276,1088.0
3277,1081.0
3278,1251642.0
3279,930.0
3280,806.0
3281,262412.0
3282,400.0
3283,1670400637.0
3284,2068223624.0
3285,1402805868.0
3286,857611174.0
3287,1515047671.0
3288,1159398397.0
3289,658344137.0
3290,630161890.0
3291,542351353.0
3292,880674609.0
3293,682714267.0
3294,287144079.0
3295,519311965.0
3296,386041607.0
3297,474800000.0
3298,569651467.0
3299,325186032.0
3300,201634991.0
3301,473990832.0
3302,374736354.0
3303,297002527.0
3304,414351546.0
3305,246233113.0
3306,235666219.0
3307,332207671.0
3308,140795793.0
3309,173567581.0
3310,209035668.0
3311,111711453.0
3312,440603537.0
3313,326479141.0
3314,312296056.0
3315,215863606.0
3316,158260952.0
3317,244874809.0
3318,282370135.0
3319,194564672.0
3320,107588225.0
3321,165478348.0
3322,73267874.0
3323,117813057.0
3324,98450062.0
3325,242786137.0
3326,79799880.0
3327,99775678.0
3328,107228221.0
3329,60273173.0
3330,167882881.0
3331,234798636.0
3332,158762963.0
3333,91970827.0
3334,112983889.0
3335,105011053.0
3336,95437994.0
3337,183887723.0
3338,84872444.0
3339,107045109.0
3340,45710059.0
3341,58978653.0
3342,203427584.0
3343,52395996.0
3344,43967255.0
3345,65663276.0
3346,61548707.0
3347,62944815.0
3348,52425855.0
3349,128388320.0
3350,51380201.0
3351,43709744.0
3352,61619773.0
3353,85978266.0
3354,62882090.0
3355,49263404.0
3356,85512300.0
3357,102811889.0
3358,74679822.0
3359,37461274.0
3360,101134059.0
3361,53329150.0
3362,146936910.0
3363,54418872.0
3364,41325328.0
3365,48854305.0
3366,71561644.0
3367,42426912.0
3368,98690254.0
3369,38356892.0
3370,36869414.0
3371,133440870.0
3372,93920758.0
3373,42964410.0
3374,82347656.0
3375,33213241.0
3376,21833967.0
3377,26250020.0
3378,34854990.0
3379,62076141.0
3380,106209378.0
3381,44779195.0
3382,78903124.0
3383,34441873.0
3384,29355203.0
3385,17986781.0
3386,48623572.0
3387,114178613.0
3388,16839663.0
3389,72629670.0
3390,133718711.0
3391,21729511.0
3392,27262374.0
3393,14401617.0
3394,36606743.0
3395,155760117.0
3396,14410698.0
3397,28641776.0
3398,13603453.0
3399,13081651.0
3400,31807156.0
3401,30229977.0
