,Worldwide Gross ($)
3402,27972023.0
3403,24177137.0
3404,14431253.0
3405,61181942.0
3406,25892561.0
3407,23706049.0
3408,61768190.0
3409,19652057.0
3410,75547184.0
3411,47275695.0
3412,17287309.0
3413,7452512.0
3414,12666449.0
3415,8527658.0
3416,7205073.0
3417,11430025.0
3418,9074749.0
3419,17572289.0
3420,11016443.0
3421,34227298.0
3422,10835752.0
3423,11350917.0
3424,35401758.0
3425,4842699.0
3426,5261595.0
3427,31972096.0
3428,6787855.0
3429,64191523.0
3430,31994323.0
3431,52715771.0
3432,38176317.0
3433,27391084.0
3434,40272135.0
3435,16137046.0
3436,3646627.0
3437,3701281.0
3438,11122090.0
3439,7251226.0
3440,5967516.0
3441,5793245.0
3442,17870077.0
3443,3504414.0
3444,4180081.0
3445,3394174.0
3446,3072991.0
3447,30642704.0
3448,3433606.0
3449,2801508.0
3450,2719699.0
3451,5383097.0
3452,3340737.0
3453,5578519.0
3454,2412593.0
3455,2334228.0
3456,2246000.0
3457,2333684.0
3458,15159762.0
3459,2360281.0
3460,1914090.0
3461,96119773.0
3462,1896092.0
3463,42972994.0
3464,4728401.0
3465,5874883.0
3466,2452343.0
3467,13015764.0
3468,1700681.0
3469,925576.0
3470,4850000.0
3471,1647416.0
3472,1775133.0
3473,3200113.0
3474,1824678.0
3475,1828232.0
3476,21775694.0
3477,1348456.0
3478,1620708.0
3479,256283912.0
3480,1414140.0
3481,23469540.0
3482,228122928.0
3483,3062178.0
3484,1236094.0
3485,12951093.0
3486,94393020.0
3487,2193474.0
3488,3758103.0
3489,7573997.0
3490,5412189.0
3491,1159072.0
3492,1110522.0
3493,7179391.0
3494,1769832.0
3495,3679847.0
3496,1012804.0
3497,1004105.0
3498,259368448.0
3499,1259160.0
3500,51167572.0
3501,38362448.0
3502,20224851.0
3503,892802.0
3504,1176958.0
3505,532950503.0
3506,16322067.0
3507,3224947.0
3508,801606.0
3509,139191345.0
3510,4574756.0
3511,907742.0
3512,732655.0
3513,1145923.0
3514,814868.0
3515,798680.0
3516,774780.0
3517,663114.0
3518,11991669.0
3519,19694450.0
3520,636819.0
3521,739623.0
3522,827437.0
3523,1474471.0
3524,4825184.0
3525,34949567.0
3526,10084623.0
3527,3334927.0
3528,998582.0
3529,2949185.0
3530,14120808.0
3531,584109.0
3532,502294.0
3533,3054936.0
3534,494506.0
3535,13676590.0
3536,45737711.0
3537,478595.0
3538,470760.0
3539,45972724.0
3540,758478.0
3541,30810658.0
3542,478945.0
3543,496714.0
3544,433924.0
3545,516337.0
3546,33963557.0
3547,412792.0
3548,409166.0
3549,405917.0
3550,402723.0
3551,401328.0
3552,727591.0
3553,47587984.0
3554,3003560.0
3555,4079135.0
3556,496914.0
3557,764498.0
3558,721143.0
3559,4510934.0
3560,1207386.0
3561,6879098.0
3562,3202241.0
3563,40034677.0
3564,333554.0
3565,331821.0
3566,1474471.0
3567,316100.0
3568,476384.0
3569,68782475.0
3570,15186410.0
3571,291513.0
3572,3906227.0
3573,303587.0
3574,288751.0
3575,80606893.0
3576,581904.0
3577,930958.0
3578,2537899.0
3579,861057.0
3580,1683166.0
3581,240214.0
3582,242453.0
3583,498774.0
3584,59396311.0
3585,1295574.0
3586,141654055.0
3587,4779170.0
3588,1472431.0
3589,12983721.0
3590,9113941.0
3591,212662.0
3592,253785.0
3593,5090852.0
3594,4625639.0
3595,386471.0
3596,5552496.0
3597,308156.0
3598,4644525.0
3599,12062441.0
3600,34930177.0
3601,292669.0
3602,1394052.0
3603,27387870.0
3604,36577134.0
3605,180590.0
3606,183320.0
3607,5092129.0
3608,9494789.0
3609,951531.0
3610,172394.0
3611,1043620.0
3612,314082.0
3613,64325947.0
3614,11750035.0
3615,6313827.0
3616,234417.0
3617,5274664.0
3618,3077754.0
3619,768449.0
3620,157768.0
3621,224145.0
3622,438165.0
3623,5104868.0
3624,153068.0
3625,39178695.0
3626,215034.0
3627,59981902.0
3628,5215796.0
3629,292092.0
3630,1024132.0
3631,14430249.0
3632,674579.0
3633,22271862.0
3634,135392.0
3635,143658.0
3636,133443.0
3637,459636.0
3638,131995.0
3639,422746.0
3640,24070765.0
3641,6389648.0
3642,240450.0
3643,6659121.0
3644,381839.0
3645,119364.0
3646,21292009.0
3647,113169.0
3648,6034851.0
3649,2345062.0
3650,110048.0
3651,157857.0
3652,108808.0
3653,14301869.0
3654,50544493.0
3655,15460494.0
3656,104507.0
3657,124733.0
3658,121094.0
3659,101531.0
3660,101438.0
3661,101368.0
3662,1332311.0
3663,1278360.0
3664,111682.0
3665,96592.0
3666,31222161.0
3667,106860.0
3668,164839.0
3669,95183.0
3670,91462.0
3671,90777.0
3672,45565534.0
3673,96715.0
3674,80735.0
3675,84417.0
3676,122595.0
3677,80772.0
3678,85812.0
3679,78400.0
3680,5659286.0
3681,74709.0
3682,122593849.0
3683,70958.0
3684,2772358.0
3685,4824499.0
3686,67845.0
3687,67069.0
3688,177338.0
3689,494949.0
3690,8290521.0
3691,62660.0
3692,10857889.0
3693,61845.0
3694,1862990.0
3695,117117.0
3696,86736.0
3697,485544.0
3698,63373.0
3699,57749.0
3700,185147.0
3701,54275.0
3702,7894075.0
3703,2407680.0
3704,270971.0
3705,51858.0
3706,74633.0
3707,139421.0
3708,51331.0
3709,7550177.0
3710,3294317.0
3711,49970.0
3712,97205.0
3713,49480.0
3714,48869.0
3715,810419.0
3716,41387687.0
3717,123699.0
3718,46425.0
3719,1100432.0
3720,615500.0
3721,5061387.0
3722,1363964.0
3723,658532.0
3724,202966.0
3725,214014.0
3726,1158695.0
3727,619517.0
3728,155881.0
3729,76460.0
3730,10551318.0
3731,54603.0
3732,55506.0
3733,2310625.0
3734,39347.0
3735,179807.0
3736,37285.0
3737,462875.0
3738,413236.0
3739,36923.0
3740,36676.0
3741,5567103.0
3742,284065.0
3743,36380.0
3744,35555.0
3745,119753.0
3746,24817852.0
3747,408918.0
3748,13608637.0
3749,31849.0
3750,48082.0
3751,37743.0
3752,31309.0
3753,144163.0
3754,39263.0
3755,30190.0
3756,30186.0
3757,30168.0
3758,64125.0
3759,28791.0
3760,28782.0
3761,1299035.0
3762,41853.0
3763,41260.0
3764,28208.0
3765,28180.0
3766,1232140.0
3767,73922.0
3768,26747.0
3769,2446362.0
3770,24956.0
3771,7455398.0
3772,24638.0
3773,101807.0
3774,23262.0
3775,7555591.0
3776,57416.0
3777,7858183.0
3778,22284.0
3779,22272.0
3780,22167.0
3781,46392.0
3782,21821.0
3783,20441.0
3784,25574387.0
3785,779835.0
3786,20136.0
3787,26632.0
3788,19889.0
3789,19634.0
3790,2290889.0
3791,19003.0
3792,95549.0
3793,601162.0
3794,16191434.0
3795,133905.0
3796,17727.0
3797,155215.0
3798,4809022.0
3799,111107.0
3800,52947.0
3801,164290.0
3802,710636.0
3803,16738.0
3804,16692.0
3805,16595.0
3806,16184.0
3807,34371.0
3808,15909.0
3809,15726.0
3810,3650598.0
3811,15077.0
3812,54985.0
3813,14701.0
3814,14616.0
3815,14591.0
3816,44840.0
3817,1862407.0
3818,13848.0
3819,68622.0
3820,61693.0
3821,13547.0
3822,16627.0
3823,222530.0
3824,12267.0
3825,12240.0
3826,12088.0
3827,12077.0
3828,239969.0
3829,11811.0
3830,1173514.0
3831,107641.0
3832,20476.0
3833,3952097.0
3834,10970.0
3835,10969.0
3836,125837070.0
3837,28059.0
3838,10761.0
3839,19337.0
3840,90136.0
3841,3191168.0
3842,9406.0
3843,10824.0
3844,10071.0
3845,10021.0
3846,15407615.0
3847,19777.0
3848,2495025.0
3849,554953.0
3850,9129.0
3851,28245.0
3852,65142.0
3853,17503.0
3854,1092359.0
3855,8870.0
3856,8845.0
3857,617377.0
3858,8799.0
3859,8612.0
3860,8601.0
3861,8374.0
3862,81379.0
3863,2067820.0
3864,8176.0
3865,8022.0
3866,7965.0
3867,34017.0
3868,26488847.0
3869,7814.0
3870,7556.0
3871,33420.0
3872,540658.0
3873,7416.0
3874,165891.0
3875,944808.0
3876,4280.0
3877,15626.0
3878,7193.0
3879,17868.0
3880,6959.0
3881,534549.0
3882,6870.0
3883,41203.0
3884,24604331.0
3885,6508.0
3886,6434.0
3887,48426.0
3888,6186.0
3889,933847.0
3890,6048.0
3891,3517925.0
3892,5972.0
3893,5895.0
3894,5858.0
3895,5839.0
3896,5680.0
3897,6445.0
3898,5654.0
3899,14354.0
3900,295295.0
3901,5573.0
3902,5514.0
3903,1010485.0
3904,5319.0
3905,5247.0
3906,906158.0
3907,5212.0
3908,5211.0
3909,15792.0
3910,4950.0
3911,9074.0
3912,4900.0
3913,15245.0
3914,4706.0
3915,42927.0
3916,4646.0
3917,122919.0
3918,4630.0
3919,4445.0
3920,219229.0
3921,69423.0
3922,4308.0
3923,4254.0
3924,4076.0
3925,52511.0
3926,3778.0
3927,3726.0
3928,186036.0
3929,20571.0
3930,6681.0
3931,3432.0
3932,3586.0
3933,3885.0
3934,3330.0
3935,3323.0
3936,3301.0
3937,3256.0
3938,3216.0
3939,139186.0
3940,2710.0
3941,2710.0
3942,5086.0
3943,2634.0
3944,2571.0
3945,2993.0
3946,2421.0
3947,2250.0
3948,2105.0
3949,8038.0
3950,1903.0
3951,1747.0
3952,339461.0
3953,1739.0
3954,1711.0
3955,181030.0
3956,1631.0
3957,1625.0
3958,1598.0
3959,45513.0
3960,74509.0
3961,1484.0
3962,31433.0
3963,1352.0
3964,1297.0
3965,595268.0
3966,20918976.0
3967,53843.0
3968,1036.0
3969,16557.0
3970,900.0
3971,376522.0
3972,881.0
3973,4915757.0
3974,25314.0
3975,724.0
3976,697.0
3977,171511.0
3978,71918.0
3979,1581125.0
3980,12756.0
3981,78.0
3982,74.0
3983,1028570889.0
3984,1056057273.0
3985,1153296293.0
3986,875457937.0
3987,966550600.0
3988,782612155.0
3989,1023784195.0
3990,873634919.0
3991,746846894.0
3992,677718395.0
3993,814037575.0
3994,643331111.0
3995,415484914.0
3996,343471816.0
3997,543934105.0
3998,634151679.0
3999,346864462.0
4000,521170825.0
4001,229147509.0
4002,216972543.0
4003,356700357.0
4004,240797623.0
4005,183936074.0
4006,352333929.0
4007,389681935.0
4008,320392818.0
4009,140705322.0
4010,162360636.0
4011,203388186.0
4012,124605297.0
4013,157830487.0
4014,296482446.0
4015,155160045.0
4016,245623848.0
4017,118587880.0
4018,299457024.0
4019,143695338.0
4020,173185859.0
4021,74827344.0
4022,183388953.0
4023,110216998.0
4024,148868835.0
4025,179246868.0
4026,334897606.0
4027,180450918.0
4028,408579038.0
4029,78844582.0
4030,205754447.0
4031,73983003.0
4032,121790373.0
4033,90632641.0
4034,162146076.0
4035,208314186.0
4036,195243411.0
4037,108007109.0
4038,303144152.0
4039,119100758.0
4040,55030051.0
4041,69411370.0
4042,114501299.0
4043,164989338.0
4044,76249438.0
4045,439048914.0
4046,112343513.0
4047,77068246.0
4048,86234523.0
4049,42580920.0
4050,93282604.0
4051,119520023.0
4052,85251425.0
4053,46432579.0
4054,240697856.0
4055,62788218.0
4056,64188367.0
4057,94073028.0
4058,81705746.0
4059,109906372.0
4060,220021259.0
4061,48782670.0
4062,150680864.0
4063,447407695.0
4064,118102725.0
4065,63647656.0
4066,30658387.0
4067,56722693.0
4068,52099090.0
4069,48902953.0
4070,78988148.0
4071,37879877.0
4072,39712000.0
4073,94061311.0
4074,64414761.0
4075,40423945.0
4076,88528280.0
4077,211952420.0
4078,23591043.0
4079,24972139.0
4080,37357216.0
4081,125729635.0
4082,25035950.0
4083,45173154.0
4084,24487848.0
4085,20651333.0
4086,23316139.0
4087,57814445.0
4088,25070261.0
4089,23064015.0
4090,35259653.0
4091,24079268.0
4092,29674699.0
4093,30734502.0
4094,16779212.0
4095,46152800.0
4096,21011110.0
4097,29918745.0
4098,38803993.0
4099,14659448.0
4100,19370020.0
4101,21401949.0
4102,13099931.0
4103,23177948.0
4104,25975621.0
4105,65336603.0
4106,22227514.0
4107,23540937.0
4108,43763247.0
4109,16457494.0
4110,10898293.0
4111,30311857.0
4112,10414738.0
4113,9680029.0
4114,16810562.0
4115,9097072.0
4116,10367161.0
4117,13385737.0
4118,8952351.0
4119,303723636.0
4120,25730120.0
4121,40075446.0
4122,12957265.0
4123,13082071.0
4124,27979040.0
4125,7330338.0
4126,29777777.0
4127,6628603.0
4128,22787526.0
4129,87280000.0
4130,140312928.0
4131,22835917.0
4132,6698679.0
4133,9037058.0
4134,39219109.0
4135,4978353.0
4136,4417667.0
4137,5294643.0
4138,31668920.0
4139,9169507.0
4140,4935501.0
4141,7994527.0
4142,8809407.0
4143,4388789.0
4144,12252684.0
4145,4664756.0
4146,6272403.0
4147,4462034.0
4148,6740647.0
4149,3885342.0
4150,9101546.0
4151,3924527.0
4152,4644472.0
4153,5883891.0
4154,30691696.0
4155,13624522.0
4156,553810228.0
4157,3769214.0
4158,10711027.0
4159,7353544.0
4160,14332467.0
4161,5079219.0
4162,12283800.0
4163,2850840.0
4164,156954938.0
4165,3473958.0
4166,17412627.0
4167,5745040.0
4168,2649761.0
4169,3199581.0
4170,2313043.0
4171,28240000.0
4172,4400140.0
4173,92742323.0
4174,2082980.0
4175,7545758.0
4176,23762417.0
4177,4924990.0
4178,2000093.0
4179,235956898.0
4180,4366460.0
4181,77947607.0
4182,37692886.0
4183,1868929.0
4184,28903047.0
4185,4570757.0
4186,30930984.0
4187,1784557.0
4188,1709073.0
4189,1715955.0
4190,1767963.0
4191,1672306.0
4192,17618280.0
4193,3067531.0
4194,1499605.0
4195,7435006.0
4196,97571250.0
4197,3377430.0
4198,3217176.0
4199,1944262.0
4200,1630231.0
4201,1406538.0
4202,1259588.0
4203,1163265.0
4204,1647429.0
4205,5633588.0
4206,1117399.0
4207,1102525.0
4208,1526698.0
4209,1658594.0
4210,7400324.0
4211,1798432.0
4212,2749918.0
4213,1138609.0
4214,7122579.0
4215,944061.0
4216,923884.0
4217,890303.0
4218,12748594.0
4219,1166781.0
4220,421986.0
4221,834525.0
4222,1331922.0
4223,173839072.0
4224,49851770.0
4225,850419.0
4226,58106427.0
4227,119107580.0
4228,744046.0
4229,193678298.0
4230,2008649.0
4231,1256852.0
4232,685780.0
4233,1401411.0
4234,2290649.0
4235,2540144.0
4236,660445.0
4237,1181023.0
4238,621738.0
4239,615816.0
4240,790519.0
4241,765796.0
4242,583664.0
4243,724885.0
4244,52444295.0
4245,52185751.0
4246,1026288.0
4247,103197501.0
4248,578820.0
4249,2063436.0
4250,54491162.0
4251,3454709.0
4252,1072943.0
4253,526954.0
4254,510957.0
4255,8754356.0
4256,49714378.0
4257,734729.0
4258,125842935.0
4259,483559.0
4260,48913975.0
4261,525958.0
4262,950040.0
4263,676602.0
4264,70826207.0
4265,1155263.0
4266,419952.0
4267,6504366.0
4268,25537759.0
4269,365540.0
4270,426345.0
4271,532877.0
4272,58089494.0
4273,4286576.0
4274,391957.0
4275,354631.0
4276,421404.0
4277,316554.0
4278,18345372.0
4279,1008154.0
4280,7723656.0
4281,313465.0
4282,495879.0
4283,3083973.0
4284,3085977.0
4285,594836.0
4286,23834809.0
4287,5725482.0
4288,1509773.0
4289,649555.0
4290,261865.0
4291,5562575.0
4292,51838845.0
4293,342664.0
4294,1478119.0
4295,5638693.0
4296,354835.0
4297,290080.0
4298,377702.0
4299,222565.0
4300,4108063.0
4301,281926.0
4302,296715.0
4303,20381995.0
4304,200242.0
4305,199619.0
4306,217473.0
4307,190581.0
4308,182695.0
4309,43498766.0
4310,765154.0
4311,423976.0
4312,22468044.0
4313,12975143.0
4314,224097.0
4315,18300843.0
4316,201907.0
4317,170457.0
4318,169236.0
4319,168045.0
4320,1160724.0
4321,246218.0
4322,349993.0
4323,160215.0
4324,1302482.0
4325,159305.0
4326,157481.0
4327,151926.0
4328,151751.0
4329,150191.0
4330,1826583.0
4331,146487.0
4332,144822.0
4333,138366.0
4334,7214806.0
4335,135382.0
4336,282083.0
4337,134165.0
4338,98599942.0
4339,130152.0
4340,3884746.0
4341,126724.0
4342,23857217.0
4343,4720010.0
4344,1114663.0
4345,120880.0
4346,120745.0
4347,15121228.0
4348,5497104.0
4349,114959.0
4350,6518931.0
4351,111267.0
4352,119100.0
4353,109649.0
4354,11425100.0
4355,350110.0
4356,106494.0
4357,118795.0
4358,104734.0
4359,104038.0
4360,305993.0
4361,102890.0
4362,117755.0
4363,109464.0
4364,106986.0
4365,209580.0
4366,505885.0
4367,2293659.0
4368,101987.0
4369,14777982.0
4370,48980792.0
4371,22678555.0
4372,94326.0
4373,1545352.0
4374,91441.0
4375,91151.0
4376,90519.0
4377,12194083.0
4378,414698.0
4379,86446.0
4380,87686.0
4381,83992.0
4382,5210160.0
4383,20490872.0
4384,8446262.0
4385,106768.0
4386,81757.0
4387,80141.0
4388,5707770.0
4389,5335450.0
4390,78288.0
4391,94787.0
4392,11784207.0
4393,76134.0
4394,14714624.0
4395,149090.0
4396,9588282.0
4397,15709652.0
4398,71916.0
4399,3810429.0
4400,71451.0
4401,72791.0
4402,70950.0
4403,1302493.0
4404,1862114.0
4405,9754195.0
4406,66680.0
4407,66175.0
4408,84789.0
4409,47309313.0
4410,303787.0
4411,295129.0
4412,63241.0
4413,63014.0
4414,1131649.0
4415,61797.0
4416,67816.0
4417,60438.0
4418,64056.0
4419,60197.0
4420,8312361.0
4421,3328517.0
4422,57635.0
4423,57527.0
4424,1178377.0
4425,7846608.0
4426,7809531.0
4427,4765472.0
4428,56196.0
4429,1010766.0
4430,95521.0
4431,337038.0
4432,56853.0
4433,17671101.0
4434,4381603.0
4435,1971247.0
4436,8003331.0
4437,2084451.0
4438,541515.0
4439,2045219.0
4440,53881.0
4441,98932.0
4442,460997.0
4443,19162324.0
4444,51035.0
4445,5715555.0
4446,152802.0
4447,14857808.0
4448,50251.0
4449,82392.0
4450,212228.0
4451,62279.0
4452,1375709.0
4453,45536.0
4454,548126.0
4455,6559996.0
4456,44230.0
4457,67427.0
4458,44213.0
4459,13526843.0
4460,43756.0
4461,102225.0
4462,68583.0
4463,42360.0
4464,47287.0
4465,247949.0
4466,39928.0
4467,39493.0
4468,39236.0
4469,38745.0
4470,38613.0
4471,38578.0
4472,38100.0
4473,38004.0
4474,1309818.0
4475,36885.0
4476,36386.0
4477,158872.0
4478,3719031.0
4479,146937.0
4480,607595.0
4481,221016.0
4482,22819702.0
4483,71570.0
4484,5543036.0
4485,7035812.0
4486,34249.0
4487,2084628.0
4488,38403.0
4489,32919.0
4490,387053506.0
4491,32445.0
4492,78270.0
4493,31982.0
4494,133324.0
4495,31747.0
4496,50721.0
4497,32964.0
4498,148630.0
4499,7860447.0
4500,30115.0
4501,30977.0
4502,36027.0
4503,32757.0
4504,29500.0
4505,29495.0
4506,38571.0
4507,4135255.0
4508,29233.0
4509,1264277.0
4510,28411.0
4511,28041.0
4512,51636415.0
4513,935236.0
4514,27284.0
4515,426491.0
4516,173219.0
4517,1356033.0
4518,29539.0
4519,26409.0
4520,4323120.0
4521,34393.0
4522,77590.0
4523,25651.0
4524,27364.0
4525,25531.0
4526,8099301.0
4527,25287.0
4528,26865.0
4529,55985.0
4530,24476.0
4531,680728.0
4532,7663798.0
4533,430568.0
4534,23487.0
4535,61267.0
4536,22440.0
4537,22424.0
4538,22271.0
4539,22267.0
4540,67736.0
4541,22517.0
4542,21626.0
4543,21497.0
4544,243793.0
4545,21206.0
4546,23957.0
4547,20797.0
4548,20555.0
4549,850985.0
4550,20100.0
4551,20017.0
4552,20507.0
4553,19107.0
4554,19033.0
4555,18863.0
4556,20431.0
4557,18654.0
4558,18319.0
4559,18137.0
4560,18089.0
4561,68577.0
4562,18051.0
4563,19705.0
4564,18010.0
4565,18006.0
4566,18123.0
4567,17575.0
4568,17506.0
4569,17205.0
4570,20205.0
4571,161229.0
4572,18177.0
4573,17102.0
4574,3621046.0
4575,15587.0
4576,15395.0
4577,15263.0
4578,40322.0
4579,23864.0
4580,2845124.0
4581,14492.0
4582,14393.0
4583,14218.0
4584,14109.0
4585,14073.0
4586,13931.0
4587,23986.0
4588,1659002.0
4589,17099.0
4590,13739.0
4591,13671.0
4592,6101904.0
4593,13254.0
4594,15364.0
4595,3335613.0
4596,118663.0
4597,12080.0
4598,74700.0
4599,12516.0
4600,121827.0
4601,7551282.0
4602,12173.0
4603,12156.0
4604,12101.0
4605,93638358.0
4606,11722.0
4607,205987.0
4608,11553.0
4609,11548.0
4610,18092.0
4611,11314.0
4612,107024.0
4613,11271.0
4614,11239.0
4615,10844.0
4616,10656.0
4617,10232.0
4618,10104.0
4619,92166.0
4620,9956.0
4621,9522.0
4622,23665.0
4623,9263.0
4624,9188.0
4625,374704.0
4626,3705618.0
4627,8840.0
4628,8277.0
4629,8602.0
4630,8239.0
4631,8077.0
4632,22003.0
4633,8168.0
4634,7998.0
4635,7914.0
4636,3169553.0
4637,7703.0
4638,15338.0
4639,15453.0
4640,7768.0
4641,101739.0
4642,87738.0
4643,7251.0
4644,7162.0
4645,7144.0
4646,11558.0
4647,7028.0
4648,6896.0
4649,6823.0
4650,6639.0
4651,6627.0
4652,13463.0
4653,6332.0
4654,267995.0
4655,5902.0
4656,5844.0
4657,5777.0
4658,7585569.0
4659,19462.0
4660,5083.0
4661,4009440.0
4662,4842.0
4663,7960.0
4664,4696.0
4665,4664.0
4666,108681.0
4667,4611.0
4668,4603.0
4669,4571.0
4670,4505.0
4671,4322.0
4672,4300.0
4673,4218.0
4674,4212.0
4675,4189.0
4676,3755.0
4677,30844.0
4678,3558.0
4679,3428.0
4680,3289.0
4681,10330.0
4682,3242445.0
4683,9536.0
4684,3016.0
4685,6226.0
4686,91149.0
4687,2852.0
4688,2760.0
4689,2502.0
4690,2491.0
4691,3518.0
4692,8540.0
4693,2404.0
4694,2242.0
4695,176777.0
4696,1989.0
4697,1714.0
4698,1066493.0
4699,1598.0
4700,24083.0
4701,1422.0
4702,28072.0
4703,1196.0
4704,766974.0
4705,3000.0
4706,850.0
4707,24787.0
4708,3418213.0
4709,5411932.0
4710,713.0
4711,53780.0
4712,560.0
4713,455.0
4714,19526.0
4715,37507.0
4716,349183.0
4717,1332539889.0
4718,1263521126.0
4719,821847012.0
4720,863756051.0
4721,880166924.0
4722,700381748.0
4723,853977126.0
4724,1034799409.0
4725,619021436.0
4726,1236005118.0
4727,657924295.0
4728,525245546.0
4729,807816196.0
4730,311950384.0
4731,255407969.0
4732,527965936.0
4733,794861794.0
4734,962077546.0
4735,566652812.0
4736,383930656.0
4737,490719763.0
4738,278454358.0
4739,605425157.0
4740,305937718.0
4741,140552359.0
4742,381545846.0
4743,226945087.0
4744,306515884.0
4745,180613180.0
4746,352789811.0
4747,410902662.0
4748,171539887.0
4749,259239658.0
4750,217776646.0
4751,142337240.0
4752,409231607.0
4753,176586701.0
4754,240891763.0
4755,125427681.0
4756,130560428.0
4757,205035819.0
4758,185400345.0
4759,123081555.0
4760,177856751.0
4761,96942115.0
4762,125479266.0
4763,296069199.0
4764,100014025.0
4765,134866593.0
4766,113231078.0
4767,434993183.0
4768,48333932.0
4769,60845711.0
4770,334933831.0
4771,197183546.0
4772,84918541.0
4773,55668698.0
4774,346118277.0
4775,62187529.0
4776,56411585.0
4777,169801921.0
4778,225874228.0
4779,62812974.0
4780,148675066.0
4781,102952888.0
4782,67234188.0
4783,145374099.0
4784,61621140.0
4785,43980821.0
4786,221600160.0
4787,64493915.0
4788,41087017.0
4789,62547032.0
4790,78965611.0
4791,34814102.0
4792,81093313.0
4793,62832209.0
4794,100541806.0
4795,68743485.0
4796,83080890.0
4797,48453605.0
4798,37270721.0
4799,312242626.0
4800,34184504.0
4801,43046590.0
4802,160192031.0
4803,29874280.0
4804,66558465.0
4805,47347283.0
4806,60330833.0
4807,21929861.0
4808,32917353.0
4809,40140972.0
4810,40656399.0
4811,254158390.0
4812,26800152.0
4813,26351322.0
4814,150847207.0
4815,29820616.0
4816,44516999.0
4817,26152835.0
4818,22088533.0
4819,55003890.0
4820,45158254.0
4821,23355100.0
4822,195333312.0
4823,18175663.0
4824,23468586.0
4825,19735344.0
4826,25081168.0
4827,14510490.0
4828,25601244.0
4829,24121245.0
4830,56996304.0
4831,18598607.0
4832,16373843.0
4833,13025860.0
4834,17768012.0
4835,27869129.0
4836,11084630.0
4837,9995692.0
4838,10116816.0
4839,23157646.0
4840,19263938.0
4841,12448676.0
4842,26620002.0
4843,16080475.0
4844,14880939.0
4845,7233471.0
4846,8345298.0
4847,7425391.0
4848,7215027.0
4849,43155261.0
4850,6423605.0
4851,6312033.0
4852,42187665.0
4853,9733932.0
4854,7634022.0
4855,5942565.0
4856,12751667.0
4857,13203541.0
4858,8117668.0
4859,59284015.0
4860,10971298.0
4861,357986087.0
4862,87320000.0
4863,41887595.0
4864,4596705.0
4865,8503658.0
4866,4101699.0
4867,3989705.0
4868,14459330.0
4869,6217567.0
4870,10975390.0
4871,5042014.0
4872,12597262.0
4873,3600146.0
4874,5433926.0
4875,3455267.0
4876,8428190.0
4877,3101507.0
4878,4531320.0
4879,3146831.0
4880,84197417.0
4881,2877797.0
4882,5037923.0
4883,870325439.0
4884,9200168.0
4885,3184384.0
4886,2587072.0
4887,2570392.0
4888,2545060.0
4889,2534370.0
4890,13610252.0
4891,2510151.0
4892,9204549.0
4893,53939297.0
4894,41681746.0
4895,37552144.0
4896,6953604.0
4897,4017852.0
4898,2308355.0
4899,7027336.0
4900,6817535.0
4901,2216083.0
4902,6156936.0
4903,3816527.0
4904,3283369.0
4905,26134309.0
4906,6481798.0
4907,4159246.0
4908,17567417.0
4909,4476705.0
4910,3719383.0
4911,2982004.0
4912,179769457.0
4913,7401949.0
4914,1962265.0
4915,1687000.0
4916,15360368.0
4917,24214186.0
4918,1647175.0
4919,1951683.0
4920,1899615.0
4921,1579440.0
4922,1575000.0
4923,227091290.0
4924,86252940.0
4925,29322339.0
4926,2852282.0
4927,1489771.0
4928,1921221.0
4929,28733523.0
4930,1542345.0
4931,2544921.0
4932,15889124.0
4933,2840408.0
4934,1436751.0
4935,6724365.0
4936,5081495.0
4937,1260116.0
4938,7738470.0
4939,1231040.0
4940,1229782.0
4941,9493791.0
4942,1272517.0
4943,1196791.0
4944,1988841.0
4945,1152839.0
4946,5401447.0
4947,11868221.0
4948,46183383.0
4949,3931111.0
4950,3285916.0
4951,1024560.0
4952,1093077.0
4953,7445186.0
4954,2057329.0
4955,1872950.0
4956,2728446.0
4957,940854.0
4958,4650456.0
4959,6591789.0
4960,7478354.0
4961,247585244.0
4962,875150.0
4963,1154862.0
4964,1482356.0
4965,784850.0
4966,4372130.0
4967,12899968.0
4968,725286.0
4969,718607.0
4970,834572.0
4971,703396.0
4972,693984.0
4973,693626.0
4974,2087225.0
4975,1188541.0
4976,59035664.0
4977,1606705.0
4978,848646.0
4979,631154.0
4980,2550321.0
4981,109383972.0
4982,7286136.0
4983,43892362.0
4984,3996577.0
4985,751345.0
4986,580346.0
4987,904399.0
4988,555533.0
4989,555309.0
4990,681632.0
4991,1824537.0
4992,47756590.0
4993,1420035.0
4994,3096815.0
4995,13392049.0
4996,5026154.0
4997,82886178.0
4998,55972241.0
4999,486623.0
5000,152894264.0
5001,467817.0
5002,5805030.0
5003,87965942.0
5004,452053.0
5005,1778021.0
5006,66207073.0
5007,3438746.0
5008,407871.0
5009,406284.0
5010,384756.0
5011,378899.0
5012,944370.0
5013,364369.0
5014,257743016.0
5015,359745.0
5016,502941.0
5017,5445281.0
5018,351957.0
5019,450273.0
5020,343387.0
5021,30996615.0
5022,1695119.0
5023,502518.0
5024,323124.0
5025,9118873.0
5026,30156463.0
5027,5872598.0
5028,2559939.0
5029,1776931.0
5030,315049.0
5031,2520487.0
5032,110155128.0
5033,280668.0
5034,5382886.0
5035,269881.0
5036,798214.0
5037,15793051.0
5038,4529583.0
5039,254536.0
