,Domestic Gross ($)
1360,16.630072631658464
1361,16.5886161466056
1362,16.61140520007302
1363,16.564964344429992
1364,16.525162741873213
1365,16.525296318777716
1366,16.477646934263973
1367,16.436498471690033
1368,16.411862722196037
1369,16.361416896477223
1370,16.388372527976166
1371,16.336007782225536
1372,16.273577301793427
1373,16.25740862299616
1374,16.364623329901423
1375,16.366233583960174
1376,16.493846154021647
1377,16.137782585287816
1378,16.057234413650647
1379,16.035417055716785
1380,16.018052196864307
1381,16.34226763325605
1382,15.8848479744652
1383,15.796660015879938
1384,15.772606201194165
1385,15.73859912153725
1386,15.6077292550644
1387,15.592068906706375
1388,15.551201489809447
1389,15.60767844377892
1390,15.485206719226069
1391,15.45603736358942
1392,15.60871514916706
1393,15.412231754628484
1394,15.266989949939283
1395,15.243073533854746
1396,15.227761854033297
1397,15.204540424176152
1398,15.167070089294205
1399,15.557006728492844
1400,15.140881987152692
1401,15.032681285289847
1402,15.02029892962474
1403,15.018384959266417
1404,15.016991660578215
1405,14.955140981915783
1406,14.94523804224316
1407,14.929844937630575
1408,14.919009553872423
1409,15.122814740640685
1410,14.870503888698632
1411,14.846869176143914
1412,14.291076812085127
1413,14.798492367562863
1414,14.774635466561545
1415,14.752575209982835
1416,14.747716370407417
1417,14.691811865302245
1418,14.668978203168118
1419,14.633556287652837
1420,14.739447979246942
1421,14.513404952651483
1422,14.512529234602601
1423,13.959896575415192
1424,14.502519940721989
1425,14.502009689132736
1426,15.668074240724344
1427,14.437207922648378
1428,14.42121408629893
1429,14.405594027634214
1430,14.34755838918087
1431,14.307880926320776
1432,14.284262153743118
1433,14.39872009712328
1434,14.030373519631262
1435,14.229661831868935
1436,14.226731071904178
1437,18.37694530112691
1438,14.161565306740831
1439,14.20077295875492
1440,14.261828380120845
1441,14.040052331310306
1442,14.020725548821538
1443,14.011289490055786
1444,14.00871270585444
1445,13.99784044805684
1446,14.06698341813863
1447,13.960082652118276
1448,13.93464823124023
1449,13.879336637875854
1450,13.856129331836613
1451,13.829483480405864
1452,13.823930014657023
1453,13.821293802720001
1454,13.787637693730229
1455,13.8329368345626
1456,13.735298919356044
1457,13.708278291673652
1458,13.584605715600034
1459,13.580320993888762
1460,13.56858135764385
1461,14.099536203828322
1462,13.563675565641987
1463,13.556466475587095
1464,13.604283225660398
1465,13.545741747382017
1466,13.537376095020278
1467,13.45627519609419
1468,13.449197891448172
1469,13.438398185285553
1470,13.415161341338894
1471,13.413971233872248
1472,13.358557399662773
1473,14.25167362505374
1474,14.53920003755673
1475,13.302462466345185
1476,13.296346936171021
1477,13.289063553295327
1478,13.28313948907701
1479,13.276722606912163
1480,13.239644954017807
1481,13.215855541983634
1482,13.214240397928478
1483,13.19960586041346
1484,13.188338366327862
1485,13.184393129210138
1486,16.760995411066478
1487,13.370940729975349
1488,13.142820692306586
1489,13.064399462765111
1490,14.261453281300952
1491,13.012445827553888
1492,12.98104632647442
1493,12.928161933360034
1494,12.919059217416375
1495,12.864545562156097
1496,12.846520280236405
1497,12.838705198224128
1498,12.838930929161776
1499,12.873963554673955
1500,12.811418136886045
1501,12.77567553874866
1502,12.7671844567217
1503,12.733174096502415
1504,12.74525829503977
1505,12.69876993958121
1506,14.085527771463973
1507,12.673839399835526
1508,12.667933839943437
1509,12.648942716750698
1510,12.64424047589399
1511,12.641743595695404
1512,12.653811493865668
1513,12.625828486288125
1514,12.570715759118084
1515,12.53969081316848
1516,13.81160594487453
1517,12.454692892205406
1518,12.453756602729952
1519,12.444593359928596
1520,12.439574365312563
1521,12.41354199585678
1522,12.40334849410594
1523,12.399358870048818
1524,12.389980443578
1525,12.374996519508828
1526,12.360423305360099
1527,12.693587676276655
1528,12.345534542896331
1529,15.723495109128079
1530,15.84338218805418
1531,12.303634833114925
1532,12.271279693154108
1533,12.278514230030886
1534,12.264784851609505
1535,12.26169654927817
1536,12.253414141839224
1537,12.23605854102043
1538,12.227702034653051
1539,12.22701188154383
1540,12.222797010422585
1541,12.213226992051633
1542,12.298683731510296
1543,13.829316811519847
1544,12.164343990117121
1545,12.234373375176757
1546,12.258437365736036
1547,12.259494922026168
1548,12.101361918713845
1549,12.088425850592602
1550,12.088093965736725
1551,12.088015197226083
1552,12.082033204320146
1553,12.408813469524198
1554,12.06718407165769
1555,12.05524975579559
1556,12.045175928945012
1557,12.038724426704706
1558,12.021115618934536
1559,11.972948200395754
1560,11.967231529608664
1561,11.968969612446546
1562,11.958072718217098
1563,11.956058799696567
1564,11.945934401639471
1565,11.930582613843756
1566,11.930174205904425
1567,11.925915522827017
1568,11.922807470874583
1569,11.892361401023557
1570,11.890045966735908
1571,11.878422380632058
1572,11.87742273459009
1573,11.874139093479888
1574,11.842473786518617
1575,11.831488281047873
1576,11.82638492728237
1577,11.821630008641268
1578,11.81471752174035
1579,11.790973781453724
1580,11.791768588754804
1581,12.103153591522332
1582,11.772046012733856
1583,11.74957736630923
1584,11.74471156166578
1585,11.71627438895626
1586,11.712448229083957
1587,11.700897693272998
1588,11.699089629481634
1589,11.675290882685672
1590,11.642197800674367
1591,11.636672900400718
1592,11.632298347261543
1593,13.322511754663893
1594,11.619130623816545
1595,11.616420241218211
1596,12.213023432741938
1597,11.611077058677385
1598,11.577860782373747
1599,11.56188704301889
1600,11.536524797220553
1601,11.527567741707099
1602,11.522875795823397
1603,11.52203385733422
1604,11.516369527372783
1605,11.516349595936923
1606,11.948977972346183
1607,11.479720222539125
1608,11.461632170582678
1609,11.434704430375628
1610,11.53208082400997
1611,11.369482255036596
1612,11.745924293115165
1613,11.333392017783908
1614,11.307523595132176
1615,11.387498287162089
1616,11.26952818462875
1617,11.24371179680149
1618,11.23437490638428
1619,11.608081087376629
1620,11.251768471457803
1621,11.204931835739625
1622,11.193945345333564
1623,11.180761932536953
1624,11.158775901002087
1625,13.520194084156483
1626,11.149225906094532
1627,11.147555687426006
1628,11.143830858171714
1629,11.138886346861916
1630,11.080880214006719
1631,11.073086279770727
1632,11.060290129885585
1633,11.05108046342586
1634,11.183976854759042
1635,11.10271411123683
1636,11.026223186101442
1637,11.01895695827066
1638,10.98698620339419
1639,10.98629222322094
1640,10.982322213595562
1641,10.94183661241081
1642,10.940064850284704
1643,10.920202637237164
1644,10.896887462721706
1645,10.896739325546411
1646,10.895868576183826
1647,10.893214602483466
1648,10.877783006696857
1649,10.873660225359325
1650,10.870927568428838
1651,10.870813545510108
1652,11.665440522181518
1653,10.828242362822413
1654,10.827627399353682
1655,10.825601297713073
1656,11.006340835461492
1657,10.777267364458066
1658,10.774174039805262
1659,10.77306396418519
1660,10.738763437696006
1661,10.711814382882341
1662,10.710632837149484
1663,10.709695525380088
1664,10.682422445046257
1665,10.767199954191426
1666,10.679734302265647
1667,10.669885194835667
1668,10.655445946975886
1669,10.621327345686446
1670,10.62407965217465
1671,10.610463671032514
1672,10.604379663543519
1673,10.56869811440305
1674,10.563362293832501
1675,10.673132704068799
1676,10.558205706476292
1677,10.555786696570062
1678,10.518294741644821
1679,10.499021904229073
1680,10.491274217438248
1681,10.485256145112684
1682,10.483745951017456
1683,10.453485811376591
1684,10.434850827519666
1685,10.372052647587516
1686,10.357044168111546
1687,10.356217853111406
1688,10.355199911809612
1689,10.34009596741305
1690,10.338673262093375
1691,10.330975044678786
1692,10.330551060196788
1693,11.003165939386236
1694,10.30440902059442
1695,10.301995180076794
1696,10.335594591590713
1697,10.28442086845496
1698,10.538608295573725
1699,10.474099800037397
1700,10.277221166482795
1701,10.243596027166285
1702,10.240887929730164
1703,10.19402803583639
1704,10.188967201432709
1705,10.196754003281809
1706,10.140218377358854
1707,10.136462615763627
1708,10.450944000123906
1709,10.109077944602749
1710,10.104344594271097
1711,10.087307985453819
1712,10.250864402868727
1713,10.038324342758338
1714,10.036093517084149
1715,10.035655516113545
1716,10.031880767304527
1717,10.032979547768882
1718,10.00247278922055
1719,12.644824227303427
1720,9.984929281123371
1721,9.98220630724752
1722,9.979383211539385
1723,9.964911854523127
1724,9.959584291887998
1725,9.952182474074887
1726,9.95151552154671
1727,9.922603669728359
1728,9.912595944900119
1729,9.910214873285554
1730,10.089552095608918
1731,9.877246241330901
1732,11.568454774762708
1733,9.8492953234527
1734,9.845275642787714
1735,10.048237036422325
1736,9.831884133676436
1737,10.028533041510352
1738,9.823578169307826
1739,9.808792183696804
1740,9.852246888342531
1741,9.802616942151154
1742,9.798127036878302
1743,9.796959689126295
1744,9.787009914477434
1745,9.78352088448894
1746,9.745487807887239
1747,10.217896751915566
1748,9.743084031043104
1749,9.73996812270477
1750,9.725197856855544
1751,9.688064124237057
1752,9.681031265002055
1753,9.680344001221918
1754,9.680344001221918
1755,9.676649685633647
1756,9.672500823760892
1757,9.66523036341187
1758,9.662370949231669
1759,9.65975856761281
1760,9.683900170549684
1761,9.640498092674719
1762,9.62397204275074
1763,9.623773649733524
1764,9.62185381861855
1765,9.595126468875947
1766,9.589803677545346
1767,9.587817443544179
1768,9.586513975448948
1769,9.575538886855792
1770,9.566054854819791
1771,9.551231402759107
1772,9.550875771331766
1773,9.550804629866933
1774,9.537411412656335
1775,10.068323794989062
1776,9.524566999650077
1777,9.543736453508645
1778,9.515543058145953
1779,9.51384657977485
1780,10.162615817569847
1781,9.52850315168155
1782,9.479833015227753
1783,9.473704136776757
1784,9.472704636443673
1785,9.501292093295586
1786,9.64426335290083
1787,9.554213724077707
1788,9.451559570017622
1789,9.42512911890764
1790,9.421897054038473
1791,9.394743094973961
1792,9.353487881194667
1793,9.52390946537981
1794,9.3180281773931
1795,9.307285578032662
1796,9.303375237943373
1797,9.302007560502007
1798,9.283497892593909
1799,9.996613530525611
1800,9.266248003914479
1801,9.263881138904212
1802,9.213634938925614
1803,9.258177701390343
1804,9.2237500588861
1805,9.212038928611765
1806,9.210340371976184
1807,9.185022563991893
1808,10.129786121543638
1809,9.169518377455928
1810,9.318835968129482
1811,9.439704535103449
1812,9.517678002086406
1813,9.134430777875833
1814,9.218506934642576
1815,9.116029692504942
1816,9.105424202026622
1817,9.104979856318357
1818,9.098514556793926
1819,9.095939111666207
1820,9.085230560933338
1821,9.069698042173716
1822,9.063115652219658
1823,9.059633754551479
1824,9.049114723476961
1825,9.042158378735948
1826,9.036582045842716
1827,8.99961934066053
1828,8.97322466309509
1829,8.965079015408355
1830,8.96469555531546
1831,8.941545475242885
1832,8.91811465947453
1833,8.912742634737025
1834,8.910990494656719
1835,9.073145132798338
1836,8.908694592507015
1837,8.868554040531201
1838,10.060149362549504
1839,8.846496938558838
1840,10.263362371409995
1841,8.832441791585824
1842,9.477539085486564
1843,8.78615105486974
1844,8.780172651227646
1845,8.776475789346321
1846,8.741136422901011
1847,8.722742874329398
1848,8.716044050161402
1849,8.707978826622321
1850,9.871738854221547
1851,8.699514748210191
1852,8.687442166975924
1853,8.675904882571059
1854,9.285633356011614
1855,8.651549243915316
1856,8.621373010325902
1857,8.615045591583742
1858,8.605204068738951
1859,8.55756708555451
1860,8.537387898701757
1861,8.51919119407891
1862,8.517193191416238
1863,8.512180649592693
1864,8.504310565585223
1865,8.492080490601163
1866,8.65817178467581
1867,8.364275084991524
1868,9.636392113692736
1869,8.294049640102028
1870,8.2960476427647
1871,8.440312147080279
1872,8.252706676567644
1873,8.236155661683124
1874,8.224431573221159
1875,8.24380842366528
1876,8.173575486634153
1877,8.165932137321585
1878,8.732465848349879
1879,8.148156439921625
1880,7.698936199813447
1881,8.119993827725105
1882,8.119100837637486
1883,8.065893546964274
1884,8.058643712215618
1885,8.009695357742922
1886,8.00736706798333
1887,7.99260665240021
1888,7.8826922062890254
1889,7.860185057472165
1890,7.83241092718792
1891,7.796469243086058
1892,7.6324011266014535
1893,7.600902459542082
1894,7.704811922932594
1895,7.492203042618741
1896,7.443078374348516
1897,7.307872780763706
1898,7.2640301428995295
1899,7.224753405767971
1900,7.081708586105575
1901,7.040536390215956
1902,7.165493475060845
1903,6.63200177739563
1904,6.551080335043404
1905,10.68317933449626
1906,6.470799503782602
1907,6.437751649736401
1908,6.408528791059498
1909,6.398594934535208
1910,6.263398262591624
1911,5.948034989180646
1912,5.575949103146316
1913,7.798112628829788
1914,19.829259928580676
1915,19.866818355815454
1916,19.723771156981016
1917,19.48899023214754
1918,19.408334521829374
1919,19.8088184276089
1920,19.42897694654453
1921,19.290633672161448
1922,19.27472078893255
1923,19.24826554826034
1924,19.145143144513742
1925,19.125557419239133
1926,19.369891051521567
1927,19.047519437909607
1928,18.888069632741768
1929,18.828769866321878
1930,18.79114313570481
1931,18.73840796395287
1932,18.717126205496797
1933,18.710873599249233
1934,18.702522183063724
1935,18.623809815131168
1936,18.58385336624644
1937,18.601280544374127
1938,18.57453505129421
1939,18.535794192763895
1940,18.493175176479458
1941,18.48928151857939
1942,18.43854920784222
1943,18.435275736989464
1944,18.44051296884975
1945,18.40987901476247
1946,18.36960019535388
1947,18.348648798440244
1948,18.645170332951253
1949,18.318523005036273
1950,18.307535729776788
1951,18.30535109004229
1952,18.24139194768763
1953,18.23468999991636
1954,18.141131642384106
1955,18.10739068808614
1956,18.08699912991938
1957,18.083095568244136
1958,18.078440882514233
1959,18.07148057982547
1960,18.043213326981764
1961,18.82693092381104
1962,18.02540155280617
1963,18.01091633708977
1964,17.992779870781543
1965,17.98175887316626
1966,17.973051600564965
1967,17.93839707875674
1968,17.926422159130453
1969,17.91851909598672
1970,17.858789466553368
1971,17.83555309074322
1972,17.83639657813291
1973,17.808926546725633
1974,17.790744203285797
1975,17.766280202651966
1976,17.764296990659403
1977,17.725036267743747
1978,17.644171584695478
1979,17.630712813250984
1980,17.777149177260682
1981,17.614874567393468
1982,17.610262531639666
1983,18.237978074544223
1984,17.575092201847937
1985,17.55377844962738
1986,18.576835363122708
1987,17.505431544494968
1988,17.852790696046902
1989,17.424231762313276
1990,17.378447437112644
1991,17.351878051317126
1992,17.330597628255923
1993,17.32423054628011
1994,17.288844119073996
1995,17.286630596506722
1996,17.281739682859982
1997,17.88002866779639
1998,17.25481973687763
1999,17.238603342858887
2000,17.178430413532357
2001,17.175746525665513
2002,17.109405688167364
2003,17.09744384524383
2004,17.073793655505522
2005,17.061315711619315
2006,17.039810247051363
2007,17.01327322036009
2008,17.40114173629249
2009,17.462590326231844
2010,16.93070805150889
2011,16.898307657079496
2012,16.88774478580867
2013,16.886791255009364
2014,16.883867911874074
2015,16.879065905725763
2016,16.81915633697497
2017,16.796188278257105
2018,16.78346754486683
2019,16.77647776919352
2020,16.732957237549215
2021,16.727323958713608
2022,16.88302758208137
2023,16.706288733261697
2024,16.684354524657707
2025,16.680614193251497
2026,16.673053005220776
2027,17.44543531235292
2028,16.647176528985504
2029,17.21026254596516
2030,16.59627886103606
2031,16.594412994198315
2032,17.12233443766908
2033,16.54486036989865
2034,16.535443347319898
2035,16.463406143446498
2036,16.304600030871104
2037,16.243039564000853
2038,16.203841602634952
2039,16.167070369525113
2040,16.065731151456433
2041,16.03221799470077
2042,16.000252550998113
2043,15.994848677644772
2044,15.90917879361073
2045,15.895971704670197
2046,15.815456138310884
2047,15.898938518308311
2048,15.764015765512173
2049,15.740432122468313
2050,15.701816127283294
2051,16.686524602908527
2052,15.650276833272693
2053,15.581222380290825
2054,15.580748246860868
2055,15.564780149472307
2056,15.544188577343958
2057,15.484718138610814
2058,15.934543537339787
2059,16.39839949611071
2060,15.45120610161043
2061,15.641118321894327
2062,15.414179694710587
2063,15.28081224478088
2064,15.21911080466214
2065,15.15771352339157
2066,15.0658904033619
2067,15.045141459869427
2068,15.023355356436461
2069,15.012468112868302
2070,14.995705291379084
2071,14.305138489783753
2072,14.920394140894565
2073,14.902017201423707
2074,14.866688762570554
2075,14.862954807557953
2076,14.823053428739422
2077,14.734677549435123
2078,14.711952397472038
2079,14.697510834963493
2080,14.685853681775631
2081,14.667226074694307
2082,14.660839194988963
2083,14.649218926634788
2084,14.64571951699658
2085,14.630264565275448
2086,14.600112313208447
2087,14.601081027994981
2088,14.585174699589906
2089,14.577410181110459
2090,14.54478810454686
2091,14.603871095459544
2092,14.493134372116822
2093,17.05686194445865
2094,14.389488993215533
2095,14.358023784428546
2096,14.354469307984411
2097,14.347706990551506
2098,14.308211517865715
2099,14.362046316932343
2100,14.285604808103813
2101,14.27289742959855
2102,14.579581611094625
2103,14.23251549208451
2104,15.89753887605129
2105,14.177998573217298
2106,14.136572521050272
2107,14.128947361685464
2108,14.099064872934775
2109,14.11394486737933
2110,14.089795792173593
2111,14.00221665526355
2112,13.968988440085333
2113,13.966199538733452
2114,13.931092951761382
2115,13.87986562477513
2116,13.879312245206412
2117,13.849514804366672
2118,13.828400129371166
2119,13.828525495041768
2120,13.818401375521944
2121,13.785386345908723
2122,13.845131494197792
2123,13.71373472077368
2124,13.652427940212357
2125,14.863671303136286
2126,13.566007630781197
2127,13.512410232784113
2128,13.963357985398122
2129,13.483116992244865
2130,13.460659663720666
2131,13.42965099891012
2132,13.453451143748701
2133,13.390328848859562
2134,13.326622535716185
2135,13.283827250525812
2136,13.27702763961129
2137,13.273904369241869
2138,13.23829046964048
2139,13.217004242358344
2140,13.223039136707063
2141,13.158390535044814
2142,13.153621705507087
2143,13.11152080862526
2144,13.095853063795966
2145,13.034200792574614
2146,13.003800537779847
2147,12.954779879899638
2148,12.934676251655963
2149,12.933386925838123
2150,12.925194543262315
2151,12.890479238202769
2152,12.873278746989657
2153,12.859628844395901
2154,12.849488469137686
2155,12.836351908716669
2156,12.821847300305794
2157,12.820103564133191
2158,12.784319506412563
2159,12.756125713196026
2160,12.746479401385484
2161,12.745313699690566
2162,12.743103883064245
2163,12.73687147027912
2164,12.733717037544684
2165,12.722956878800085
2166,12.856557597711038
2167,12.691509689576845
2168,12.672889953842668
2169,12.670187092534004
2170,12.620315780449843
2171,12.606381147836737
2172,12.59932683625037
2173,12.560774143504714
2174,12.83705714706988
2175,12.541598005433656
2176,12.509431197366963
2177,13.563961102066541
2178,12.463254272533572
2179,17.446199565876018
2180,12.422578214104199
2181,12.403077539234689
2182,12.384453113090865
2183,12.818728059271281
2184,12.351808015756085
2185,12.337118451642334
2186,12.326820171628345
2187,12.31087400488925
2188,12.291713500450001
2189,12.244586378062309
2190,12.231443077129818
2191,12.221177983305777
2192,12.217852984065704
2193,12.207261938041393
2194,12.176139073071043
2195,12.154895133913223
2196,18.644588810949973
2197,12.557246988865558
2198,12.095649335529885
2199,12.076561731368457
2200,12.069657097725788
2201,12.06794212166786
2202,12.063771482060064
2203,12.055028801154354
2204,12.053736984226475
2205,12.206252629332118
2206,12.022768606258332
2207,12.02120585236849
2208,12.011395066526635
2209,11.969951498316279
2210,11.963975606298876
2211,11.936826253456292
2212,11.932950724409723
2213,11.90949108989136
2214,11.907787896160459
2215,11.965280520280166
2216,11.885095733867201
2217,11.863237206610364
2218,11.84086857463513
2219,11.896158597303309
2220,11.807183369170861
2221,13.69655921510273
2222,11.761307821148064
2223,11.759457364056967
2224,11.753963942722967
2225,11.741549968386757
2226,11.738298529072722
2227,11.82804272717055
2228,11.735420806241695
2229,11.714273203913981
2230,11.699064725052379
2231,11.67069814884277
2232,11.670330842517982
2233,11.643655437278529
2234,11.630255064506658
2235,11.627458781560389
2236,11.717839870416817
2237,11.583868433780793
2238,11.571175504991674
2239,11.56261998199408
2240,11.559904466164223
2241,11.556387172380765
2242,11.945486798740093
2243,11.549633408375607
2244,11.542756074928903
2245,11.532178921892115
2246,11.533129972286128
2247,11.52978258203665
2248,14.102002172101656
2249,11.521756357604984
2250,11.519066569726991
2251,11.516947366271442
2252,11.516927446349527
2253,12.072872626566763
2254,11.515063178431776
2255,11.514364429164482
2256,11.450996868348062
2257,11.43150931455586
2258,11.408742034054042
2259,11.401267383427346
2260,11.399051030769385
2261,11.383249487813838
2262,11.382623139008192
2263,11.35924967236618
2264,11.352216660912338
2265,11.306897109511642
2266,11.303080592924797
2267,11.29767567577512
2268,11.291131003225313
2269,11.385603326394879
2270,11.250365181292228
2271,11.245607953403638
2272,11.241142988049459
2273,11.286927844673112
2274,11.224149461060218
2275,11.590978502254071
2276,11.192403346212057
2277,11.186156003810401
2278,11.183114989462492
2279,11.164856242503353
2280,11.163991907597719
2281,14.025977296950373
2282,11.10766033686473
2283,11.073365683091236
2284,11.045350883198553
2285,11.031367338884806
2286,11.163297064299462
2287,11.308321488735505
2288,11.074249945604157
2289,11.01892418159454
2290,15.850727578297487
2291,11.015641076770905
2292,11.005643554827603
2293,11.016840659525736
2294,11.126762859116562
2295,10.976952958782281
2296,10.98666466270383
2297,10.957573075820763
2298,10.947731648720744
2299,10.929959163426556
2300,10.922280719644574
2301,10.920546270529568
2302,11.732550834735127
2303,10.900509985442605
2304,10.891019293607526
2305,11.730002653054457
2306,10.844880569171112
2307,10.844061056930125
2308,10.79277700890734
2309,10.77978927619392
2310,10.769705297775843
2311,10.751927617502108
2312,10.745851834241988
2313,10.74391184398016
2314,10.736853093036018
2315,10.915779134737711
2316,10.72551156001696
2317,10.722165455543283
2318,10.718299115460429
2319,10.714417768752456
2320,10.712326695092147
2321,10.687115086224448
2322,10.666440607340036
2323,10.65975036741015
2324,10.65325133351497
2325,10.64951177269684
2326,10.634339875274723
2327,10.612631106180674
2328,10.606585063949241
2329,10.593655298987073
2330,10.592099464294312
2331,10.970471565746061
2332,10.576227923318411
2333,10.576049299486964
2334,11.285108510298423
2335,10.569597499027667
2336,10.562922818610538
2337,10.558231685563127
2338,10.561059367582153
2339,10.544920297409394
2340,10.542284138345991
2341,10.538237316715266
2342,10.531189134021004
2343,10.525138731391003
2344,10.515831319492467
2345,10.867768128408946
2346,10.504053326800506
2347,10.494823466949388
2348,10.481420270828858
2349,10.479145404303607
2350,10.47081637553585
2351,10.46501579627588
2352,10.464473829493734
2353,10.453255004416736
2354,10.686543990504708
2355,10.43426285160974
2356,10.413312675968536
2357,10.40626084311129
2358,10.344351978996153
2359,10.322461010669084
2360,10.30437553490118
2361,10.302833979636116
2362,10.29667762976868
2363,10.253369476067258
2364,10.471524922053229
2365,10.230630693868823
2366,10.468119310860645
2367,10.225389875873601
2368,10.209500581672632
2369,10.20233209219402
2370,10.19054442959399
2371,10.365206962194167
2372,10.29231501949127
2373,10.992100009125904
2374,10.126631103850338
2375,10.107611370013084
2376,10.107448284433564
2377,10.098067006725584
2378,10.098067006725584
2379,10.096872681686062
2380,10.073272520325904
2381,10.08159189604006
2382,10.063137370065666
2383,10.052036859639367
2384,10.089302998584339
2385,10.08409931513136
2386,10.008477999727065
2387,10.003649579435109
2388,10.00242750039103
2389,9.991177865663117
2390,9.991132062388175
2391,9.989481745702989
2392,9.982853107916869
2393,9.975622150295328
2394,9.967213243416673
2395,9.952658596542577
2396,9.990490596157702
2397,9.938323667371586
2398,9.93226935396158
2399,9.918179101279117
2400,9.898876939978445
2401,9.883947890661512
2402,9.876270506242575
2403,9.848925764543445
2404,10.274844191010843
2405,9.844055968766702
2406,9.839428916235407
2407,9.833172378621102
2408,9.827092351282415
2409,9.84845041660622
2410,9.814492390964565
2411,9.814383077453307
2412,9.8092867571373
2413,9.807196892217842
2414,9.77956697061665
2415,9.77826440778205
2416,9.797682493639151
2417,10.286604796980384
2418,9.751850377873168
2419,9.747418366886238
2420,9.72782378340624
2421,9.887561401985868
2422,9.79305865876674
2423,9.722984341548957
2424,9.828656241913125
2425,9.964206287570834
2426,9.683464128558162
2427,9.610993923087126
2428,9.604811938609481
2429,9.599133945796375
2430,9.574983485564092
2431,9.571505221187767
2432,9.70418259070176
2433,9.546884034617925
2434,9.543879740512757
2435,9.527848201325206
2436,9.508368736482108
2437,9.487896348128954
2438,9.465060106725137
2439,9.449986995389407
2440,9.4053313318708
2441,9.38378935026654
2442,9.363061458993847
2443,9.36220272128543
2444,9.322418275381533
2445,9.31982238259318
2446,9.280798835624744
2447,9.276221741089696
2448,9.273315171137572
2449,9.27284557732758
2450,9.306195857619704
2451,9.254739959272866
2452,9.249561085129464
2453,9.245514446983837
2454,9.24445190160495
2455,9.237760967552175
2456,9.217117356255207
2457,9.198571388376184
2458,9.1942109900463
2459,9.190341725469493
2460,9.18471482433721
2461,9.180293450623886
2462,9.151863442217207
2463,9.150271845510064
2464,9.142275641062053
2465,9.141847375530883
2466,9.139703292376742
2467,9.572201842602215
2468,9.128370809108931
2469,9.126415137038421
2470,9.11866358340428
2471,9.106866963499908
2472,9.101083386039234
2473,9.092007185014317
2474,9.080801000621198
2475,9.041329829241901
2476,9.040382074165628
2477,9.035391569511642
2478,9.033245134153809
2479,9.029777268197092
2480,9.018332049592685
2481,8.999001866111735
2482,8.998136760700307
2483,8.972844314437573
2484,8.955448122347393
2485,8.926517509850122
2486,8.90557995798965
2487,8.853236764745898
2488,9.125762395500885
2489,8.840001065843392
2490,8.836809882398365
2491,8.83608319099221
2492,9.408289184655837
2493,8.79920924224139
2494,8.79497643168877
2495,8.845777255188445
2496,8.788440957404594
2497,8.780787468338929
2498,8.762176509334903
2499,8.753687227098585
2500,9.154087430425385
2501,8.767173396684006
2502,8.721276239991704
2503,8.718500048121273
2504,8.717354666338522
2505,8.69349667588463
2506,11.130830143684586
2507,8.677950570294351
2508,8.663542087751374
2509,8.656955133791396
2510,8.64135583403666
2511,8.715224041915372
2512,8.573573524852344
2513,8.570544366913232
2514,8.81001204797317
2515,8.531884740159228
2516,9.003562174748238
2517,8.509161019718974
2518,8.508354242749032
2519,8.50045386741194
2520,8.491054533806542
2521,8.442469645220301
2522,9.004422601327041
2523,8.424200324567073
2524,8.644178203170727
2525,8.479698986988657
2526,8.336869637284956
2527,8.328692583545568
2528,8.31996102188653
2529,8.318742252692399
2530,8.313852267398207
2531,8.307459327011946
2532,8.301273485191347
2533,8.297792626380861
2534,8.281977058867758
2535,9.000976444070345
2536,8.252185436003328
2537,8.220941168281389
2538,8.19478163844336
2539,8.169902647359145
2540,8.149601735736155
2541,8.131530710604252
2542,8.11312710422178
2543,8.097730573664219
2544,8.03268487596762
2545,8.032035314398824
2546,8.012349639327795
2547,7.9355873855892
2548,8.383661798791715
2549,7.918992488165245
2550,8.419359831067474
2551,7.87777633327726
2552,7.86403565907245
2553,7.862112211662748
2554,7.841492924460013
2555,7.828038032125829
2556,7.820840879907344
2557,7.817222785508166
2558,7.751475318021456
2559,7.745435610274381
2560,7.699389406256737
2561,7.637716432664798
2562,7.637716432664798
2563,7.569411792450712
2564,7.482681828154651
2565,7.449498005382849
2566,7.397561535524052
2567,7.292337176173877
2568,7.288244401020124
2569,7.064759027791802
2570,7.0317412587631285
2571,6.9726062513017535
2572,6.9363427358340495
2573,6.92951677076365
2574,6.795705775173514
2575,6.695798917058491
2576,6.556778356158042
2577,6.4967749901858625
2578,6.46302945692067
2579,6.16541785423142
2580,8.87024156729927
2581,4.276666119016055
2582,19.62418323769962
2583,19.635996626630035
2584,19.375293985716
2585,19.367542162057244
2586,19.318559311468544
2587,19.30200885659012
2588,19.270496292301722
2589,19.15566822758038
2590,19.220562721412932
2591,19.127996736139643
2592,19.11720256898903
2593,19.071543074081564
2594,19.068855422289207
2595,19.357243749684233
2596,19.05205898853059
2597,18.991676810175665
2598,18.938087796524854
2599,18.832445269004985
2600,18.82719463522848
2601,18.72032745381269
2602,18.694809648245037
2603,18.6570453111972
2604,18.6428025734866
2605,18.529592815363138
2606,18.48440691334659
2607,18.444669323403705
2608,18.432609749600154
2609,18.435872148038538
2610,18.42274117979579
2611,18.339130066530412
2612,18.33122915205864
2613,18.26773823732319
2614,18.27227365475068
2615,18.252563017459092
2616,18.249581734143913
2617,18.245269571359295
2618,18.22698402259162
2619,18.172624687123108
2620,18.244550910813707
2621,18.10169531400706
2622,18.09165987679545
2623,18.54948390985961
2624,18.019518599801906
2625,17.992696707339906
2626,17.97831626588778
2627,18.66755935296219
2628,18.565974271902814
2629,17.922371989643345
2630,17.904843650389058
