,Domestic Gross ($)
536,9.322150047028188
537,9.289521169850625
538,10.41078696652556
539,9.275191344295799
540,9.259225769705994
541,9.255504923930557
542,9.212737496575905
543,9.210340371976184
544,10.320650638390102
545,9.19136140537838
546,11.29933612646083
547,9.345308232386667
548,9.13873695311649
549,9.102643796520809
550,9.075436609511382
551,9.177507214880942
552,12.056557040461396
553,13.349396952754663
554,8.986571625268054
555,8.980046316633132
556,8.977651407818442
557,9.792332503169966
558,13.661199031868614
559,8.927314111060596
560,8.917444732471514
561,8.90598676523643
562,8.894807371368625
563,8.881697406469304
564,12.045287506266744
565,8.873047798971067
566,8.83811659764782
567,14.219781620149922
568,8.82217476094608
569,8.821732380934442
570,8.807471889715284
571,8.784774592161016
572,11.498299018108066
573,9.675645480440364
574,11.076526810092139
575,8.74909824839902
576,8.699514748210191
577,11.402072113495027
578,8.686429508661536
579,8.643473357326567
580,8.591558273371545
581,8.564076777315087
582,9.213834261230438
583,10.749141204810842
584,8.969796305981806
585,10.822474645958026
586,8.476996001664824
587,15.155778519695962
588,9.908425341565751
589,9.761405420601672
590,12.365381428015056
591,8.380685946761574
592,11.426004992939527
593,11.51469390036619
594,8.340456012916183
595,8.422003004412488
596,8.32239411311117
597,8.279950715722526
598,8.232971790593437
599,11.082926856612653
600,9.798626911919953
601,8.215276958936633
602,8.200837258379849
603,8.617762246337932
604,8.153637486385282
605,8.151044945685024
606,8.11552088154677
607,8.092851027538384
608,8.518392471991719
609,8.045267716607803
610,7.993282328101591
611,10.605321890243529
612,7.903226808730733
613,10.635542897411055
614,9.579901925737992
615,7.870165946469845
616,7.771488760117616
617,8.025843344150903
618,7.7142311448490855
619,7.696667081526462
620,13.941810995130448
621,7.660114319173928
622,14.633926023009485
623,11.144336978624723
624,7.591357046698551
625,7.589841512182657
626,7.5822291942764615
627,9.17419492533983
628,7.557994958530806
629,10.866356480170861
630,8.73165920153676
631,7.366445148327599
632,9.735128070758227
633,7.321188556739478
634,7.246368080102461
635,10.867215152334905
636,12.482654588864035
637,13.568350915167674
638,6.748759547491679
639,6.71901315438526
640,13.190954301454564
641,9.349667437197281
642,6.386879319362645
643,6.0063531596017325
644,9.403849118160702
645,9.15556734612889
646,10.799493941107576
647,7.923710333969238
648,10.737700173374677
649,8.542665987389269
650,13.2154656670666
651,19.75833937885167
652,19.68025061568437
653,19.45488653121236
654,19.354671128715392
655,19.300605380691483
656,19.161844813591134
657,19.070149750826243
658,19.01417676828868
659,18.990304484843147
660,18.989706433850134
661,18.94959053106551
662,18.946040582445267
663,18.922964366483324
664,18.801909886024582
665,18.821203686319993
666,18.78268015074722
667,18.77565334572855
668,18.659730549393302
669,19.04580824717542
670,18.63157037775382
671,19.15974684202392
672,18.582276999417342
673,18.574269883288128
674,18.49843133442348
675,18.46017840913551
676,18.450512411875305
677,18.423605024074412
678,18.42308336534464
679,18.420357391679655
680,18.40840613826395
681,18.361376510664204
682,18.70669198634468
683,18.26365853857238
684,18.250499557726933
685,18.240984884994813
686,18.240405296448372
687,18.299994915516653
688,18.202037588149665
689,18.18811109372641
690,18.17281625777171
691,18.14173502485707
692,18.14103948401385
693,18.106160528905917
694,18.096151807336962
695,18.121710627241004
696,18.073421617460045
697,18.038313592280172
698,17.969481549857107
699,17.950607432278865
700,17.974494667470633
701,17.888115807725566
702,17.87611217662142
703,17.855346926702143
704,17.83733378097234
705,17.824668205126176
706,17.817597770749853
707,17.804664034618906
708,17.792296190666335
709,17.780098214263717
710,17.76295364019167
711,18.445527422722716
712,18.11774298637725
713,17.696564741540282
714,17.654155426382687
715,17.623521782227623
716,17.814529970269998
717,17.596363358112605
718,18.16697270899355
719,17.5670746987385
720,17.528168402016327
721,17.51084709517444
722,17.48026351983647
723,17.46716020375802
724,18.22932845254698
725,17.457846681885822
726,17.450868289218842
727,17.444166487936346
728,17.437527325492667
729,17.434503884614045
730,18.14129152388435
731,17.434380391734422
732,17.428628076727296
733,17.427884815029376
734,17.440387214082033
735,17.4173564712066
736,17.43466553374651
737,17.40987332237733
738,18.196097143765314
739,17.388087770130454
740,17.371264022980856
741,17.37260084375631
742,17.372615789012322
743,17.35711376162313
744,17.31346050293777
745,17.31309018093105
746,17.25520877834766
747,17.187519402161755
748,17.18698722227734
749,17.150822912356226
750,17.142902470432023
751,17.099906147393217
752,17.23131165111281
753,17.039372571108768
754,17.02745151210604
755,17.02700391938393
756,16.99550758242037
757,16.960064049243442
758,16.95909237222852
759,16.888039275775736
760,16.87856301150313
761,16.874327483800506
762,16.87398384748595
763,16.82979389161714
764,16.785414175124426
765,16.753462912819472
766,16.72255406668172
767,16.688380549552335
768,16.644519192252005
769,16.551743015598063
770,17.072781986445715
771,16.524470345267503
772,16.455359288624813
773,16.443345942138556
774,16.42977118921528
775,16.403524110932022
776,16.388871744274947
777,16.28888412333859
778,16.880931847307203
779,16.261174174349897
780,16.607385291233893
781,16.235226029235758
782,16.187718070904715
783,16.15002455490989
784,16.135864348475867
785,16.132371169144218
786,16.131033494944784
787,16.083740617164818
788,16.496555853519418
789,15.932485091319455
790,15.857566381856557
791,15.855845689957938
792,15.79016614111894
793,15.751091544418733
794,15.741378628200037
795,15.571797241775162
796,15.494525651143418
797,15.484145249803413
798,15.493361787309345
799,15.444993617303904
800,15.347500310639232
801,17.614850346525834
802,15.311397168314095
803,15.306451379865477
804,15.305984963259617
805,15.290976752273377
806,15.304082813343015
807,15.211485906737016
808,15.18963010590374
809,16.999769803171407
810,15.037929481710167
811,15.022769756177237
812,15.623238844232361
813,14.94964602720136
814,14.925268172765152
815,14.974217759550378
816,14.910992953623456
817,15.118506458862075
818,14.81306528220935
819,14.809450612572943
820,14.743490701672679
821,14.73646599317318
822,14.924353006316611
823,14.703704238717966
824,14.543703402120846
825,14.524020130392412
826,14.453111201383349
827,15.178792656414766
828,14.4222192882898
829,14.380399276676238
830,14.363803050104218
831,14.297222872242086
832,14.293252915857073
833,14.279894677299001
834,14.242472282594948
835,14.23088771236438
836,14.227637427185917
837,14.173353519504788
838,15.556802532089549
839,14.152501231602361
840,14.133218556547954
841,14.12410640486541
842,14.117207955301216
843,14.114284636043166
844,14.10811375181088
845,14.094046431162393
846,13.998103744530189
847,13.987945065236088
848,13.986550381315183
849,13.933263370941734
850,13.915068068711143
851,13.913577842550628
852,13.891383970810091
853,13.882546582741634
854,13.880387771739018
855,13.839397968417616
856,13.8235759451099
857,13.80851716106973
858,13.802118280402812
859,13.793031793003848
860,13.785892233951344
861,11.661664384747057
862,13.769621581277654
863,13.717529414309682
864,13.643218140799183
865,13.615326410784975
866,13.595833491443122
867,13.552299935436823
868,13.547117255316326
869,13.51381204589871
870,13.498490298933524
871,13.470502998893135
872,13.470121686042509
873,13.474663967793852
874,13.463641191576315
875,13.454427340420734
876,13.470036930104246
877,13.4098809363245
878,13.393614193098312
879,13.386412375756535
880,13.366839365651177
881,13.361891957967861
882,13.264971699776313
883,13.251041512001382
884,13.243676176110958
885,13.206053578723854
886,13.205048744022937
887,13.198939159152403
888,13.196895545288605
889,13.227022447106453
890,13.157763339235922
891,13.15043952766237
892,13.139641251564456
893,13.125079684898557
894,13.09106257876771
895,13.114677919788338
896,13.078850265072584
897,13.063322251196702
898,13.055372785730869
899,13.04664796015655
900,13.038625183157162
901,13.486760627436938
902,13.026118961337176
903,12.995722476436931
904,12.926796081860223
905,13.324011958217074
906,12.919412083353038
907,12.863781749737177
908,12.855649266055352
909,12.830459070519327
910,12.818901455425031
911,12.783104461596858
912,12.772601625052353
913,12.768153962976816
914,12.712890247898626
915,12.699902658639948
916,12.652340547974271
917,14.750445206873396
918,12.520259102955244
919,12.519966907138139
920,12.551249741829064
921,12.651357646222126
922,12.506943610908413
923,12.498611653949535
924,17.276481407156943
925,12.49383846447512
926,12.461578831661376
927,12.450410012851385
928,12.442898170311933
929,12.44030647177375
930,12.434004713576181
931,12.39961023349077
932,12.624954018392105
933,12.358823775015013
934,12.344324753025898
935,12.318865473005296
936,12.318677854905854
937,12.283542816297073
938,12.268765714868596
939,12.234052532037131
940,12.218648240231953
941,12.376578841716999
942,12.207207001904637
943,12.203278746225779
944,15.07534163130805
945,12.148708328140604
946,12.208858760704272
947,12.12427673522799
948,12.12154908045952
949,12.126515236746746
950,12.10202793049357
951,12.033063592458527
952,12.119108540150496
953,12.00912667133987
954,12.003129926531726
955,11.99036388751828
956,11.970103446097184
957,11.94808528841343
958,11.93959744272279
959,12.007389972640974
960,11.935116576993979
961,11.925035115797062
962,11.924279863778626
963,11.911661315660425
964,11.877471351609529
965,17.217307493191598
966,11.862715764034743
967,11.85905095861958
968,11.846020576948504
969,11.834436336451281
970,11.821607976466948
971,11.938768198430195
972,11.819004765842966
973,11.818489203205418
974,11.809029473151403
975,11.802904896470693
976,11.769194266716266
977,11.724206939208404
978,11.719622510905497
979,11.71633966630341
980,11.695380346209417
981,11.723850675439898
982,11.686197868062214
983,11.66462457071542
984,11.642145075207075
985,11.612834146349808
986,11.538017997581926
987,11.996203103446502
988,11.516618636807847
989,11.515292660949706
990,11.513645205894576
991,11.481104505980392
992,11.502875129116727
993,11.774011990399837
994,11.454236468621549
995,11.432084105125599
996,11.421467854481394
997,11.38198499870963
998,11.361800203944657
999,11.356575702265026
1000,11.514114757481448
1001,11.33201491224167
1002,17.792473435228025
1003,11.309584540952198
1004,11.257594409402774
1005,11.25476335905444
1006,11.873950931646219
1007,11.172658035707453
1008,11.164785423481334
1009,11.141296406392527
1010,11.141064364275842
1011,13.55356380632617
1012,11.099997579480698
1013,11.098908897132299
1014,11.07553615927742
1015,11.066857088419516
1016,11.037676100884426
1017,11.035325053102616
1018,11.13783921111854
1019,11.031561551353857
1020,11.030994992857726
1021,11.012545099065777
1022,11.007667645507702
1023,11.006938117844488
1024,11.313022252695275
1025,11.001332880498387
1026,10.985292722887856
1027,10.943287118573286
1028,10.924462571477084
1029,10.92172096592159
1030,10.917358612749148
1031,10.911536709649823
1032,10.891428954153636
1033,11.438438959643403
1034,10.872010138213119
1035,10.84345574776464
1036,10.818136938138158
1037,10.828401001701168
1038,10.799595985047786
1039,10.794747614685036
1040,10.790493644582789
1041,10.786862453648626
1042,10.776787272605189
1043,10.816813894946268
1044,10.764371277138544
1045,10.762445737763038
1046,10.757902880692196
1047,10.753253792537654
1048,10.749849260583721
1049,10.747100058912297
1050,10.737026911613315
1051,10.731143772668043
1052,10.724786054054675
1053,10.717834148497918
1054,12.624378293250405
1055,10.84546552414626
1056,10.699822890892243
1057,10.690625861516315
1058,11.364448658238775
1059,10.685377942930462
1060,10.682651865988806
1061,10.67065162967397
1062,10.643375178979888
1063,11.21820535016673
1064,10.622424304782367
1065,10.61024173650229
1066,10.718321251352673
1067,10.603957853475855
1068,10.596634733096073
1069,14.368643664366514
1070,10.576457535657255
1071,10.688279111142762
1072,10.53855530701924
1073,10.667209685765677
1074,10.507202245764521
1075,10.505971240698727
1076,10.47480602473094
1077,10.465956409453957
1078,10.456999032752055
1079,10.612360433557555
1080,10.436935354338399
1081,10.417597776093334
1082,10.411659658836555
1083,10.408616983757238
1084,10.405534758490537
1085,10.400285243317475
1086,10.397299256942858
1087,10.377452077068984
1088,10.233258816275091
1089,10.346087867306553
1090,10.346023628853391
1091,10.34354730540879
1092,10.331366255481193
1093,15.77547223456159
1094,10.312811870970013
1095,10.708734985616958
1096,10.308952660644293
1097,10.305747529695344
1098,10.298329770340379
1099,10.288205587499503
1100,10.28588872104574
1101,10.277324385186116
1102,10.256535928419162
1103,10.584612757868747
1104,10.20551621869483
1105,10.203592144986466
1106,10.216910468480059
1107,10.43479204548344
1108,10.159833744678057
1109,10.147100175689678
1110,10.482093312723077
1111,10.127710521069902
1112,10.11281611481661
1113,10.108630052740786
1114,10.108222704166982
1115,10.089718125826797
1116,10.081675578048475
1117,10.0718369517632
1118,10.031396921158159
1119,10.143409555089155
1120,10.212918885774858
1121,10.023667712792234
1122,10.019357648578541
1123,10.010995760251413
1124,10.006946260904359
1125,10.00011504611972
1126,9.9813740911932
1127,9.977063240194447
1128,9.97025795616998
1129,9.963735632881486
1130,9.944629495867304
1131,10.704726515446913
1132,9.889490042892275
1133,9.884865228408033
1134,9.873595194671092
1135,9.869258360985468
1136,9.85665796517933
1137,10.000568890186692
1138,10.2598674529538
1139,9.798127036878302
1140,9.768755439335086
1141,9.757420776401345
1142,9.740968623038354
1143,10.013283218359012
1144,9.68502054910582
1145,9.667132107249687
1146,9.640758221439924
1147,9.616138757874468
1148,9.616005460087013
1149,9.608445125678054
1150,9.586445324777861
1151,9.571574905170932
1152,9.56317796268366
1153,9.758981876426398
1154,9.818147505369113
1155,9.53430615650521
1156,9.504501410525673
1157,9.902887372464095
1158,9.471087945687758
1159,9.47883962501119
1160,9.470471375340674
1161,9.422706050118514
1162,9.422058905620926
1163,9.404178688897805
1164,9.351318965235755
1165,9.088850474388472
1166,9.299723933110869
1167,9.27771860730613
1168,9.268609280100158
1169,9.24541789858888
1170,9.225426009394223
1171,9.196444266784072
1172,9.796848442046416
1173,9.166388484447
1174,9.30801139914963
1175,9.128696382935672
1176,9.074864232413733
1177,9.055322649709574
1178,9.370757093382087
1179,9.043577154098081
1180,9.07165285220229
1181,9.016998311898762
1182,8.98969370086056
1183,9.244935016740682
1184,8.863898604317479
1185,10.599281228036979
1186,9.392661928770137
1187,8.85366542803745
1188,8.83200393125627
1189,8.830543010616596
1190,8.757940876678804
1191,8.753055515138222
1192,8.705331133531631
1193,8.678291111758565
1194,8.644178203170727
1195,8.629449873761905
1196,8.626944055375356
1197,8.74798740166097
1198,9.229063985974285
1199,8.54752839121231
1200,8.881836305004146
1201,8.53168763756669
1202,8.483222671845084
1203,8.38320455141292
1204,8.335911094196945
1205,8.332548939252638
1206,8.301273485191347
1207,8.294049640102028
1208,8.294049640102028
1209,10.087307985453819
1210,8.21851757748959
1211,8.207674424355282
1212,9.229162126216771
1213,8.08394570229562
1214,10.134837340397437
1215,8.059592328887545
1216,8.0519780789023
1217,8.006367567650246
1218,8.006367567650246
1219,7.995643604287271
1220,8.719807451477955
1221,7.9229859587111955
1222,8.937875265329263
1223,7.88758403166028
1224,7.88570539124302
1225,7.881182202227102
1226,7.847762537473608
1227,7.773594467360194
1228,7.727094484779841
1229,8.026823576217629
1230,7.563200592358071
1231,7.4999765409521215
1232,7.444248649496705
1233,7.2078598714324755
1234,7.3343293503005365
1235,8.525756422076725
1236,6.985641817639208
1237,6.875232087276577
1238,11.934316414295271
1239,6.478509642208569
1240,11.345807741918547
1241,6.35088571671474
1242,6.559615237493242
1243,6.723832440821209
1244,9.314700387300425
1245,20.250631406175028
1246,19.92061423102686
1247,19.82680393790742
1248,19.533722679378634
1249,19.49337585530668
1250,19.383972089228532
1251,19.28476495194024
1252,19.52925513898187
1253,19.203739407542855
1254,19.192599741869834
1255,19.181629086195123
1256,19.0030128598124
1257,19.05949258146727
1258,18.898911952402074
1259,18.86107777250173
1260,18.8148357870544
1261,18.756111631414846
1262,18.746002956590587
1263,19.02065930143754
1264,18.655571695571258
1265,18.654751843536737
1266,18.643936528968137
1267,18.549263659284083
1268,18.544700910428137
1269,18.728352948179086
1270,18.458557188596846
1271,18.356380861005103
1272,18.332365298853595
1273,18.45423889734027
1274,18.28035772320217
1275,18.64372047387732
1276,18.258493430052294
1277,18.242392040263642
1278,18.19412072565547
1279,18.107039290230794
1280,18.818179336809983
1281,18.064189311745753
1282,18.908066389354047
1283,18.013133469639875
1284,18.012505040497658
1285,17.99989754058593
1286,17.996378704613445
1287,17.98889989932559
1288,17.983340606969605
1289,17.98991464310315
1290,17.96711740548335
1291,17.947809631403196
1292,17.91744520911278
1293,17.90400842821125
1294,17.890977537904096
1295,17.873953535294234
1296,17.85876392818178
1297,17.84091672935818
1298,17.81848500313045
1299,17.817956638914445
1300,17.810647672556595
1301,17.80236270401307
1302,17.790732637871702
1303,17.763959509435136
1304,17.762398689347926
1305,17.758649133823834
1306,17.725058041815736
1307,17.70998353868093
1308,17.707507615962154
1309,17.688520411096892
1310,17.678701805357974
1311,18.19842100196361
1312,17.67375440285089
1313,17.65306948784141
1314,17.63349682441803
1315,17.607357707223052
1316,17.62860383692528
1317,17.617870092174446
1318,17.587268280362604
1319,17.561373448110434
1320,17.554923346519338
1321,17.53278801949883
1322,17.532206593650816
1323,17.529164840800938
1324,18.028297271911363
1325,17.466652136976972
1326,17.4403617340778
1327,17.43718465810092
1328,17.424564274614937
1329,17.392428228135735
1330,17.38089381233539
1331,17.372989975072194
1332,17.371595233801
1333,17.379140458724265
1334,18.162781345121193
1335,17.32553501980047
1336,17.269044696084695
1337,17.251145629776413
1338,17.247305457879097
1339,17.18186677423822
1340,17.17711879594429
1341,18.699016459971702
1342,17.11534947912612
1343,17.089424681927706
1344,17.069306013423237
1345,17.047344897431863
1346,17.009989955374955
1347,17.430049339774985
1348,16.824921155257716
1349,16.819077063626782
1350,17.343135165643627
1351,16.77056369137717
1352,16.756913142473003
1353,16.739746829813196
1354,16.730581811895956
1355,16.712506990832075
1356,16.679376166750803
1357,16.67488086516852
1358,16.691498699168175
1359,16.657046817330087
